off1,off2,off3,off4,off5,def1,def2,def3,def4,def5,Points
1628895,203026,203410,1628269,1628881,1628907,1628277,1629481,203866,1627677,2
1628907,1628277,1629481,203866,1627677,1628895,203026,203410,1628269,1628881,0
1628895,203026,203410,1628269,1628881,1628907,1628277,1629481,203866,1627677,2
1628907,1628277,1629481,203866,1627677,1628895,203026,203410,1628269,1628881,2
1628895,203026,203410,1628269,1628881,203401,203017,1629481,203866,204330,0
203401,203017,1629481,203866,204330,1628895,203026,203410,1628269,1628881,3
1628895,201904,203410,1628269,1628881,203401,203017,1629481,203866,204330,2
203401,203017,1629481,203866,204330,1628895,201904,203410,1628269,1628881,0
1628895,201904,203410,1628269,1628881,203401,203017,1629481,203866,204330,3
203401,203017,1629481,203866,204330,1628895,201904,203410,1628269,1628881,0
1628895,201904,203410,1628269,1628881,203401,1628277,1628907,203866,204330,2
203401,1628277,1628907,203866,204330,1628895,201904,203410,1628269,1628881,0
1628895,201904,203410,1628269,1628881,1629481,1628277,1628907,203017,204330,3
1629481,1628277,1628907,203017,204330,1628895,201904,203410,1628269,1628881,2
1628895,201904,203410,1628269,1628881,1629481,1628277,1628907,203017,204330,0
1629481,1628277,1628907,203017,204330,1628895,201904,203410,1628269,1628881,0
1628895,201904,203410,1628269,1628881,1629481,1628277,1628907,1627677,204330,2
1629481,1628277,1628907,1627677,204330,1628895,201904,203410,1628269,1628881,0
1628895,201904,203410,1628269,1628881,1629481,1628277,1628907,1627677,204330,0
1629481,1628277,1628907,1627677,204330,1628895,201904,203410,1628269,1628881,2
1628895,201904,203410,1628269,1628881,1629481,1628277,1628907,1627677,204330,0
1629481,1628277,1628907,1627677,204330,202638,201904,203410,203026,204322,1
202638,201904,203410,203026,204322,1629481,1628277,1628907,1627677,204330,2
1629481,1628277,1628907,1627677,204330,202638,201904,203410,203026,204322,2
202638,201904,203410,203026,204322,1629481,1628277,1628907,1627677,204330,0
1629481,1628277,1628907,1627677,204330,202638,201904,203410,203026,204322,2
202638,201904,203410,203026,204322,1629481,1628277,1628907,1627677,203866,0
203401,1628277,1628907,1627677,203866,202638,201904,203410,203026,204322,2
202638,201904,203410,203026,204322,203401,1628277,1628907,1627677,203866,3
203401,1628277,1628907,1627677,203866,202638,201904,203410,203026,204322,0
202638,201904,1628279,203026,204322,1629481,1628277,1628907,204330,203866,5
1629481,1628277,1628907,204330,203866,202638,201904,1628279,203026,204322,0
202638,201904,1628279,203026,204322,1629481,1628277,1628907,203017,203866,1
1629481,1628277,1628907,203017,203866,202638,201904,203410,203026,204322,0
202638,204322,203410,203026,1628269,1629481,1628277,204330,1628907,203866,1
1629481,1628277,203401,1628907,203866,202638,204322,203410,203026,201904,1
202638,1628269,203410,203026,201904,1629481,1628277,203017,1628907,204330,1
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,2
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,3
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,204365,0
200676,1628909,203831,204335,204365,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,203018,3
200676,1628909,203831,204335,203018,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,203018,0
200676,1628909,203831,204335,203018,202250,204320,204296,1628915,204327,2
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,203018,2
200676,1628909,203831,204335,203018,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,204335,203018,0
200676,1628909,203831,1627676,203018,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,1628909,203831,1627676,203018,2
200676,204365,1629479,1627676,203018,202250,204320,204296,1628915,204327,2
202250,204320,204296,1628915,204327,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,202250,204320,204296,1628915,204327,2
202250,204320,204296,1628915,204327,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,202250,204320,204296,1628915,204327,0
202250,204320,204296,1628915,204327,200676,204365,1629479,1627676,203018,2
200676,204365,1629479,1627676,203018,202250,204320,204296,1628915,204327,2
202250,204320,204296,1628915,204327,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,202250,204320,1629476,1628915,101030,2
202250,204320,1629476,1628915,101030,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,202250,204320,1629476,1628915,101030,2
202250,204320,1629476,1628915,101030,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,202250,204320,1629476,1628915,101030,2
202250,1628248,1629476,1628915,101030,203831,204365,1629479,1627676,203018,3
203831,204365,1629479,1627676,203018,202250,1628248,1629476,1628915,101030,2
202250,1628248,1629476,1628915,101030,203831,1628909,1628906,1627676,203018,2
203831,1628909,1628906,1627676,203018,202250,1628248,1629476,1628915,101030,0
1627676,1628906,1628909,203831,203018,1629476,202250,1628248,101030,1628915,0
1629476,202250,1628248,101030,1628915,1627676,1628906,1628909,203831,203018,2
1627676,1628906,1628909,203831,203018,1629476,202250,1628248,101030,1628915,0
1629476,202250,1628248,101030,1628915,1627676,1628906,1628909,203831,203018,0
1627676,1628906,1628909,203831,203018,1629476,202250,1628248,101030,1628915,2
1629476,202250,1628248,101030,1628915,1627676,1628906,1628909,203831,203018,0
1627676,1628906,1628909,203831,203018,1629476,202250,1628248,101030,1628915,0
1629476,202250,1628248,101030,1628915,1627676,1628906,1628909,203831,203018,0
1627676,1628906,1628909,203831,203018,1629476,202250,1628248,101030,1628915,2
1629476,202250,1628248,101030,203829,1627676,1628906,1628909,203831,204335,2
1627676,1628906,1628909,203831,204335,1629476,202250,1628248,101030,203829,2
1629476,202250,1628248,101030,203829,1627676,1628906,1628909,203831,204335,0
1627676,1628906,1628909,203831,204335,1629476,202250,1628248,101030,203829,2
1629476,204320,204334,101030,203829,1627676,1628906,1628909,203831,204335,0
1627676,1628906,1628909,203831,204335,1629476,204320,204334,101030,203829,0
1629476,204320,204334,101030,203829,1627676,1628906,1628909,203831,204335,2
1627676,1628906,1628909,203831,204335,1629476,204320,204334,101030,203829,2
1629476,204320,204334,101030,203829,1627676,200676,1628909,203831,204335,0
1627676,200676,1628909,203831,204335,1629476,204320,204334,101030,203829,0
1629476,204320,204334,101030,203829,1627676,200676,1628909,203831,204335,0
1627676,200676,1629479,204365,203018,1629476,204320,204334,204327,203829,2
1629476,204320,204334,204327,203829,1627676,200676,1629479,204365,203018,0
1627676,200676,1629479,204365,203018,1629476,204320,204334,204327,203829,0
1629476,204320,204334,204327,203829,1627676,200676,1629479,204365,203018,0
1627676,200676,1629479,204365,203018,1629476,204320,204334,204327,203829,0
1629476,204320,204334,204327,203829,1627676,200676,1629479,204365,203018,2
1627676,200676,1629479,204365,203018,1629476,204320,202250,204327,1628915,2
1629476,204320,202250,204327,1628915,1627676,200676,1629479,204365,203018,0
1627676,200676,1629479,204365,203018,1629476,204320,202250,204327,1628915,1
1629476,204320,202250,204327,1628915,1627676,200676,1629479,204365,203018,0
1627676,200676,1629479,204365,203018,1629476,204334,202250,204327,1628915,1
1629476,204334,202250,204327,1628915,1627676,200676,1629479,204365,203018,2
1627676,200676,1629479,204365,203018,1629476,204334,202250,204327,1628915,0
1629476,204334,202250,204327,1628915,1627676,200676,1629479,204365,203018,2
1627676,200676,1629479,204365,203018,1629476,204334,202250,204327,1628915,0
1629476,204334,202250,204327,1628915,1627676,200676,203831,204365,203018,0
1627676,200676,203831,204365,203018,1629476,204334,202250,204327,1628915,2
1629476,204334,202250,204327,1628915,1627676,200676,203831,204365,203018,2
1627676,200676,203831,204365,203018,1629476,204334,202250,204327,1628915,2
1629476,204334,202250,204327,1628915,1627676,200676,203831,204365,203018,0
1627676,200676,203831,204365,203018,1629476,204334,202250,204327,1628915,3
1629476,204334,202250,204327,1628915,1627676,200676,203831,204365,203018,0
1627676,200676,203831,204365,203018,1629476,204334,202250,204327,1628915,0
200676,204365,203831,204335,1628909,204327,204296,202250,1628915,204320,2
204327,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,0
200676,204365,203831,204335,1628909,204327,204296,202250,1628915,204320,2
204327,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,3
200676,204365,203831,204335,1628909,204327,204296,202250,1628915,204320,0
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,2
200676,204365,203831,204335,1628909,101030,204296,202250,1628915,204320,2
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,2
200676,204365,203831,204335,1628909,101030,204296,202250,1628915,204320,2
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,0
200676,204365,203831,204335,1628909,101030,204296,202250,1628915,204320,0
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,0
200676,204365,203831,204335,1628909,101030,204296,202250,1628915,204320,2
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,0
200676,204365,203831,204335,1628909,101030,204296,202250,1628915,204320,0
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,2
200676,204365,203831,204335,1628909,101030,204296,202250,1628915,204320,0
101030,204296,202250,1628915,204320,200676,204365,203831,204335,1628909,0
200676,204365,203831,204335,1628909,101030,1629476,202250,1628915,204320,0
101030,1629476,202250,1628915,1629566,200676,204365,203831,204335,1628909,0
200676,204365,203831,204335,1628909,101030,1629476,202250,1628915,1629566,2
101030,1629476,202250,1628915,1629566,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,101030,1629476,202250,1628915,204334,1
101030,1629476,202250,1628915,204334,200676,204365,1629479,1627676,203018,0
200676,204365,1629479,1627676,203018,101030,1629476,202250,1628915,204334,2
101030,1629476,202250,1628915,204334,200676,204365,1629479,1627676,203018,2
200676,204365,1629479,1627676,203018,101030,1629476,202250,1628915,204334,0
101030,1629476,202250,1628915,204334,200676,204365,1629479,1627676,203018,2
200676,204365,1629479,1627676,203018,203829,1629476,202250,1628915,204334,0
203829,1629476,202250,1628915,204334,200676,204365,1629479,1627676,203018,3
200676,1628909,1629479,1627676,203018,203829,1629476,202250,1628915,204334,0
203829,1629476,202250,1628915,204334,200676,1628909,203831,1627676,203018,4
200676,1628909,203831,1627676,203018,203829,1629476,202250,1628915,204334,2
203829,1629476,202250,1628915,204334,200676,1628909,203831,1627676,203018,2
200676,1628909,203831,1627676,203018,203829,1629476,202250,1628915,204334,0
203829,1629476,202250,1628915,204334,200676,1628909,203831,1627676,203018,3
200676,1628909,203831,1627676,203018,203829,1629476,202250,1628915,204334,0
203829,1629476,202250,1628915,204334,200676,1628909,203831,1627676,203018,2
200676,1628909,203831,1627676,203018,203829,1629476,202250,1628915,204334,0
204334,203829,204320,1629476,1628915,1627676,200676,203018,203831,204365,2
1627676,1629479,203018,203831,204365,204334,203829,204320,1629476,1628915,2
204334,203829,204320,1629476,1628915,1627676,1629479,203018,203831,204365,1
1627676,1629479,203018,203831,204365,204334,203829,204320,1629476,1628915,0
204334,203829,204320,1629476,1628915,1627676,1629479,203018,203831,204365,2
1627676,1629479,203018,203831,204365,204334,203829,204320,1629476,1628915,3
204334,203829,204320,1629476,1628915,1627676,1629479,203018,203831,204365,2
1627676,1629479,203018,203831,204365,204334,203829,204320,1629476,1628915,2
204334,203829,204320,1629476,1628915,1627676,1629479,203018,203831,204365,0
1627676,1629479,204335,200676,204365,204334,203829,204320,1629476,1628915,2
204334,203829,204320,1629476,1628915,1627676,1629479,204335,200676,204365,0
1627676,1629479,204335,200676,204365,204296,203829,204320,1629476,202250,2
204296,203829,204320,1629476,202250,1627676,1629479,204335,200676,204365,2
1627676,1629479,204335,200676,204365,204296,203829,204320,1629476,202250,2
204296,203829,204320,1629476,202250,1627676,203831,204335,200676,204365,2
1627676,203831,204335,200676,204365,204296,203829,204320,1629476,202250,3
204296,203829,204320,1629476,202250,1627676,203831,204335,200676,204365,0
1627676,203831,204335,200676,204365,204296,203829,204320,1629476,202250,2
204296,203829,204320,1629476,202250,1627676,203831,204335,200676,204365,2
1627676,203831,204335,200676,204365,204296,203829,204320,1629476,202250,0
204296,203829,204320,1629476,202250,1627676,203831,204335,200676,204365,0
1627676,203831,204335,200676,204365,204296,203829,204320,1629476,202250,2
204296,203829,204320,1629476,202250,1627676,203831,204335,200676,204365,2
1627676,203831,204335,200676,204365,204296,203829,204320,1629476,202250,2
204296,203829,204320,1629476,202250,1627676,203831,204335,200676,204365,3
1627676,203831,204335,200676,204365,204296,203829,204320,1628915,202250,1
204296,203829,204320,1628915,202250,1627676,203831,204335,200676,204365,0
1627676,203831,204335,200676,204365,204296,203829,204320,1628915,202250,0
204296,203829,204320,1628915,202250,1627676,203831,204335,200676,204365,0
1627676,203831,204335,200676,204365,204296,203829,204320,1628915,202250,0
204296,203829,204320,1628915,202250,1627676,203831,204335,200676,204365,0
1627676,203831,204335,200676,204365,204296,203829,204320,1628915,202250,0
1629476,203829,204320,1628915,202250,1627676,203831,204335,200676,204365,2
1627676,1629479,1628909,200676,204365,101030,203829,204320,1628915,202250,2
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,2
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,0
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,2
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,2
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,2
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,2
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,0
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,3
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,0
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,3
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,3
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,2
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,2
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,2
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,3
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,0
203827,201518,204321,1628886,204319,203398,201886,201896,201502,203389,0
203398,201886,201896,201502,203389,203827,201518,204321,1628886,204319,0
203827,201518,201919,1628886,204319,203398,201886,201896,1629501,203389,0
203398,201886,201896,1629501,203389,203827,201518,201919,1628886,204319,2
203827,201518,201919,1628886,204319,203398,201886,201896,1629501,203389,2
203398,201886,201896,1629501,203389,203827,201518,201919,1628886,204319,3
203827,201518,201919,1628886,204319,203398,201886,201896,1629501,203389,0
203398,201886,201896,1629501,203389,203827,1628920,201919,1628886,204319,2
203827,1628920,201919,1628886,204319,203398,201886,201896,1629501,203389,0
203398,201886,201896,1629501,203389,203827,1628920,201919,1628886,204319,0
203827,1628920,201919,1628886,204319,203398,201886,201896,1629501,203389,0
203398,201886,201896,1629501,203389,203827,1628920,201919,1628886,204319,0
203827,1628920,201919,1628886,204319,203398,1629573,201896,1629501,201502,0
203398,1629573,201896,1629501,201502,203827,1628920,201919,1628886,1628244,0
203827,1628920,201919,1628886,1628244,203398,1629573,201896,1629501,201502,0
203398,1629573,201896,1629501,201502,203827,1628920,201919,1628886,1628244,0
201518,1628920,201919,1628886,1628244,203398,1629573,201896,1629501,201502,2
201886,201502,1629488,203389,1629573,201518,1628920,1628886,1628244,201919,2
201518,1628920,204319,1628244,201919,201886,201502,1629488,203389,1629573,2
201886,201502,1629488,203389,1629573,201518,1628920,204319,1628244,201919,0
201518,1628920,204319,1628244,201919,201886,201502,1629488,203389,1629573,0
201886,201502,1629488,203389,1629573,201518,1628920,204319,1628244,201919,2
201518,1628920,204319,1628244,201919,201886,201502,1629488,203389,1629573,0
201886,201502,1629488,203389,1629573,201518,1628920,204319,1628244,201919,0
201518,1628920,204319,1628244,201919,201886,201502,1629488,203389,1629573,0
201886,201502,1629488,201896,1629573,201518,1628920,204319,1628244,201919,2
201518,1628920,204319,1628244,201919,201886,201502,203398,201896,1629573,2
201886,201502,203398,201896,1629573,201518,1628920,204319,1628244,201919,0
201518,1628920,204319,1628244,201919,201886,201502,203398,201896,1629573,3
201886,201502,203398,201896,203389,201518,203827,204319,1628886,201919,0
201518,203827,204319,1628886,201919,201886,201502,203398,201896,203389,0
201886,201502,203398,201896,203389,201518,203827,204319,1628886,201919,0
201518,203827,204319,1628886,201919,201886,201502,203398,201896,203389,2
201886,201502,203398,201896,203389,201518,203827,204319,1628886,201919,0
201518,203827,204319,1628886,201919,201886,1629482,203398,201896,203389,0
201886,1629482,203398,201896,203389,201518,203827,204319,1628886,201919,0
201518,203827,204319,1628886,201919,201886,1629482,203398,201896,203389,0
201886,1629482,203398,201896,203389,201518,203827,204319,1628886,204321,0
201518,203827,204319,1628886,204321,201886,1629482,203398,201896,203389,2
201886,1629482,203398,201896,203389,201518,203827,204319,1628886,204321,1
201518,203827,204319,1628886,204321,201886,1629482,203398,201896,203389,0
201886,1629482,203398,201896,203389,201518,203827,204319,1628886,204321,0
201518,203827,204319,1628886,204321,1629501,1629482,203398,201896,203389,2
1629501,1629482,203398,201896,203389,201518,203827,204319,1628886,204321,0
201518,203827,204319,1628886,204321,1629501,1629482,203398,201896,203389,2
1629501,1629482,203398,201896,203389,201518,203827,204319,1628886,204321,0
201518,203827,204319,1628886,204321,1629501,1629482,203398,201896,203389,0
1629501,1629482,203398,201896,203389,201518,203827,204319,1628886,204321,0
201518,203827,204319,1628886,201919,1629501,1629488,201886,201896,201502,1
1629501,1629488,201886,201896,201502,201518,203827,204319,1628886,201919,2
201518,203827,204319,1628886,204321,1629501,203398,201886,201896,201502,0
1629501,203398,201886,201896,201502,201518,203827,204319,1628886,204321,0
201886,203398,203389,201896,201502,201518,1628886,203827,204319,204321,2
201518,1628886,203827,204319,204321,201886,203398,203389,201896,201502,0
201886,203398,203389,201896,201502,201518,1628886,203827,204319,204321,0
201518,1628886,203827,204319,204321,201886,203398,203389,201896,201502,2
201886,203398,203389,201896,201502,201518,1628886,203827,204319,204321,0
