off1,off2,off3,off4,off5,def1,def2,def3,def4,def5,Points
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,2
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,3
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,0
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,2
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,2
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,3
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,0
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,0
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,2
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,2
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,0
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,3
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,0
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,2
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,2
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,0
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,2
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,2
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,0
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,0
203827,1628886,202252,204319,1628920,202650,201516,203828,202664,1628890,0
202650,201516,203828,202664,1628890,203827,1628886,202252,204319,1628920,2
203827,1628886,202252,204319,201518,204323,201516,1629478,202664,1628890,2
204323,201516,1629478,202664,1628890,203827,1628886,202252,204319,201518,0
203827,1628886,202252,204319,201518,204323,201516,1629478,202664,1628890,2
204323,1627674,1629478,202664,1628890,203827,1628886,202252,204319,201518,3
203827,1628886,202252,204319,201518,204323,1627674,1629478,202664,1628890,0
204323,1627674,1629478,202664,1628890,203827,1628886,202252,204319,201518,3
203827,1628886,202252,204319,201518,204323,1627674,1629478,202664,1628890,0
204323,1627674,1629478,202664,1628890,203827,1628886,202252,204319,201518,0
203827,1628886,202252,204319,201518,204323,1627674,1629478,202664,1628890,0
204323,1627674,1629478,202664,1628890,203827,1628886,202252,204319,201518,0
203827,1628886,202252,204319,201518,204323,1627674,1629478,202664,1628890,2
204323,1627674,1629478,1628931,1628890,203827,1628886,202252,1628244,201518,0
203827,1628886,202252,1628244,201518,204323,1627674,1629478,1628931,1628890,0
204323,1627674,1629478,1628931,1628890,203827,1628886,204321,1628244,201518,2
203827,1628886,204321,1628244,201518,204323,1627674,1629478,1628931,1628890,0
1627674,204323,1628931,1629478,201516,203827,204319,201518,204321,1628244,2
203827,204319,201518,204321,1628244,1627674,204323,1628931,1629478,201516,0
1627674,204323,1628931,1629478,201516,203827,204319,201518,204321,1628244,2
203827,204319,201518,204321,1628244,1627674,204323,1628931,1629478,201516,0
1627674,204323,1628931,1629478,201516,203827,204319,201518,204321,1628244,2
1628920,204319,201518,204321,1628244,1627674,204323,1628931,1629478,201516,1
1627674,204323,1628931,1629478,201516,1628920,204319,201518,204321,1628244,0
1628920,204319,201518,204321,1628244,1627674,204323,1628931,1629478,201516,0
1627674,204323,1628931,1629478,201516,1628920,204319,201518,204321,1628244,2
1628920,204319,201518,204321,1628244,1627674,204323,1628931,1629478,201516,0
1627674,204323,1628931,1629478,201516,1628920,204319,201518,204321,1628886,3
1628920,204319,201518,204321,1628886,1627674,204323,1628931,1629478,201516,0
1627674,204323,1628931,1629478,201516,1628920,204319,201518,204321,1628886,3
1628920,204319,203827,202252,1628886,1627674,202650,1628931,1629478,201516,2
1627674,202650,1628931,1629478,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1627674,202650,1628931,1629478,201516,0
1627674,202650,1628931,1629478,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1627674,202650,1628931,1629478,201516,2
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,2
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,0
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,0
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,0
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,2
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,2
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,0
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
1628920,204319,203827,202252,1628886,1628890,202650,203828,202664,201516,0
1628890,202650,203828,202664,201516,1628920,204319,203827,202252,1628886,0
201518,204319,203827,202252,1628886,1628890,202650,204323,202664,201516,3
1628890,202650,204323,202664,201516,201518,204319,203827,202252,1628886,0
201518,204319,203827,202252,1628886,1628890,202650,204323,202664,201516,2
1628890,202650,204323,202664,1628931,201518,204319,203827,202252,1628886,0
201518,204319,203827,202252,1628886,1628890,202650,204323,202664,1628931,0
1628890,202650,204323,202664,1628931,201518,204319,203827,202252,1628886,0
201518,204319,203827,202252,1628886,1628890,202650,204323,1627674,1628931,2
1628890,202650,204323,1627674,1628931,201518,204319,203827,202252,1628886,1
201518,204319,203827,202252,1628886,1628890,202650,204323,1627674,1628931,0
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,3
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,2
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,2
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,3
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,0
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,0
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,2
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,0
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,3
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,2
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,2
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,0
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,1
203827,202252,1628920,204319,1628886,201516,203828,202650,202664,1628890,2
201516,203828,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,204323,202650,202664,1628890,2
201516,204323,202650,202664,1628890,203827,202252,1628920,204319,1628886,2
203827,202252,1628920,204319,1628886,201516,204323,202650,202664,1628890,0
201516,204323,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,204323,202650,202664,1628890,0
201516,204323,202650,202664,1628890,203827,202252,1628920,204319,1628886,0
203827,202252,1628920,204319,1628886,201516,204323,202650,202664,1628890,0
1627674,204323,202650,1628931,1628890,203827,201518,204321,204319,1628886,2
203827,201518,204321,204319,1628886,1627674,204323,202650,1628931,1628890,0
1627674,204323,202650,1628931,1628890,203827,201518,204321,204319,1628886,2
203827,201518,204321,204319,1628886,1627674,204323,202650,1628931,1628890,0
1627674,204323,202650,1628931,1628890,203827,201518,204321,204319,1628886,0
203827,201518,204321,204319,1628886,1627674,204323,202650,1628931,1628890,2
1627674,204323,202650,1628931,1628890,203827,201518,204321,204319,1628886,0
203827,201518,204321,1628244,1628886,1627674,204323,202650,1628931,201516,1
1627674,204323,202650,1628931,201516,203827,201518,204321,1628244,1628886,0
203827,201518,204321,1628244,1628886,1627674,204323,202650,1628931,201516,2
1627674,204323,202650,1628931,201516,203827,201518,204321,1628244,1628886,0
204355,201518,204321,1628244,1628920,1627674,204323,203828,1628931,201516,0
1627674,204323,203828,1628931,201516,204355,201518,204321,1628244,1628920,2
204355,201518,204321,1628244,1628920,1627674,204323,203828,1628931,201516,0
1627674,204323,203828,1628931,201516,204355,201518,204321,1628244,1628920,0
1628920,1628244,204355,204321,201518,1627674,203828,204323,202664,1628931,2
1627674,203828,204323,202664,1628931,1628920,1628244,204355,204321,201518,2
1628920,1628244,204355,204321,201518,1627674,203828,204323,202664,1628931,0
1627674,203828,204323,202664,1628931,1628920,1628244,204355,204321,201518,2
1628920,1628244,204355,204321,201518,1627674,203828,204323,202664,1628931,0
1627674,203828,204323,202664,1628931,1628920,1628244,204355,204321,201518,3
1628920,1628244,204355,204321,201518,1627674,203828,204323,202664,1628931,0
1627674,203828,204323,202664,1628931,1628920,1628244,204355,204321,201518,0
1628920,1628244,204355,204321,201518,1627674,203828,204323,202664,1628931,0
1627674,203828,204323,202664,1628931,1628920,1628244,204355,204321,201518,2
1628920,204319,1628886,204321,203827,1627674,203828,204323,202664,1628931,4
1627674,203828,204323,202664,1628931,1628920,204319,1628886,204321,203827,3
1628920,204319,1628886,202252,203827,1627674,203828,204323,202664,1628931,2
1627674,203828,204323,202664,1628931,1628920,204319,1628886,202252,203827,0
1628920,204319,1628886,202252,203827,1627674,203828,204323,202664,1628931,0
1627674,203828,204323,202664,1628931,1628920,204319,1628886,202252,203827,2
1628920,204319,1628886,202252,203827,1627674,203828,204323,202664,1628931,0
1627674,203828,204323,202664,1628931,1628920,204319,1628886,202252,203827,0
1628920,204319,1628886,202252,203827,1627674,203828,204323,202664,1628931,2
1627674,203828,204323,202664,1628931,1628920,204319,1628886,202252,203827,0
1628920,204319,1628886,202252,203827,1627674,203828,204323,202664,1628931,2
1627674,203828,204323,202664,1628931,1628920,204319,1628886,202252,203827,0
1628920,204319,1628886,202252,203827,201516,204323,1628890,202664,202650,2
201516,204323,1628890,202664,202650,1628244,204319,1628886,202252,203827,0
1628244,204319,1628886,202252,203827,201516,204323,1628890,202664,202650,0
201516,204323,1628890,202664,202650,1628244,204319,1628886,202252,203827,0
1628244,204319,1628886,202252,203827,201516,204323,1628890,202664,202650,0
201516,204323,1628890,202664,202650,1628244,204319,1628886,202252,203827,0
1628244,204319,1628886,202252,203827,201516,204323,1628890,202664,1628931,2
201516,204323,1628890,202664,1628931,1628244,204319,1628886,202252,203827,2
1628244,204319,1628886,202252,203827,201516,204323,1628890,202664,1628931,2
201516,204323,1628890,202664,1628931,1628244,204319,1628886,202252,203827,0
1628244,204319,1628886,202252,203827,201516,204323,1628890,202664,1628931,0
201516,204323,1628890,202664,1628931,1628244,204319,1628886,202252,203827,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,2
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,3
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,2
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,2
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,3
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,3
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,2
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,2
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,2
1627673,203826,1627675,202662,203015,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,203015,0
1627673,203826,1627675,202662,1629524,201506,204333,203399,1628878,201911,2
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,1629524,2
1627673,203826,1627675,202662,1629524,201506,204333,203399,1628878,201911,0
201506,204333,203399,1628878,201911,1627673,203826,1627675,202662,1629524,0
1628280,203826,1627675,202662,1629524,203403,204333,203399,1628878,201911,2
203403,204333,203399,1628878,201911,1628280,203826,1627675,202662,1629524,2
1628280,203826,1627675,202662,1629524,203403,204333,203399,1628878,201911,3
203403,204333,203399,1628878,201911,1628280,203826,1627675,202662,1629524,2
1628280,203826,1627675,202662,1629524,203403,204333,203399,1628878,201911,2
203403,1628278,203399,1628878,201911,1628280,203826,1627675,203406,1627678,2
1628280,203826,1627675,203406,1627678,203403,1628278,203399,1627672,201911,0
203403,1628278,203399,1627672,201911,1628280,203826,1627675,203406,1627678,0
1628280,203826,1627675,203406,1627678,203403,1628278,203399,1627672,201911,0
203403,1628278,203399,1627672,201911,1628280,203826,1627675,203406,1627678,2
1628280,203826,1627675,203406,1627678,203403,1628278,203399,1627672,201911,0
203403,1628278,203399,1627672,201911,1628280,203826,1627675,203406,1627678,2
203403,201911,1628899,1628278,1627672,1627670,1627673,203406,1627675,1627678,2
1627670,1627673,203406,1627675,1627678,203403,201911,1628899,1628278,1627672,0
203403,201911,1628899,1628278,1627672,1627670,1627673,203406,1627675,1627678,0
1627670,1627673,203406,1627675,1627678,203403,201911,1628899,1628278,1627672,0
203403,201911,1628899,1628278,1627672,1627670,1627673,203406,1627675,1627678,0
1627670,1627673,203406,1627675,1627678,203403,201911,1628899,1628278,1627672,2
203403,201911,1628899,1628278,1627672,1627670,1627673,203406,1627675,1627678,0
1627670,1627673,203406,1627675,1627678,203403,201911,1628899,1628278,1627672,0
203403,204333,1628899,1628278,1627672,1627670,1627673,202662,1627671,1627678,0
1627670,1627673,202662,1627671,1627678,203403,204333,1628899,1628278,1627672,2
203403,204333,1628899,1628278,1627672,1627670,1627673,202662,1627671,1627678,0
1627670,1627673,202662,1627671,1627678,203403,204333,1628899,1628278,1627672,3
203403,204333,1628899,1628278,1627672,1627670,1627673,202662,1627671,1627678,0
1627670,1627673,202662,1627671,1627678,203403,204333,1628899,1628278,1627672,0
203403,204333,1628899,201911,1627672,1627670,1627673,202662,1627671,1627678,0
1627670,1627673,202662,1627671,1627678,201506,204333,203399,201911,1627672,0
201506,204333,203399,201911,1627672,1627670,1627673,202662,1627671,1627678,3
1627670,1627673,202662,1627671,1627678,201506,204333,203399,201911,1627672,2
201506,204333,203399,201911,1627672,1627670,1627673,202662,1627671,1627678,0
1627670,1627673,202662,1627671,1627678,201506,204333,203399,201911,1627672,0
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,1627678,1
1627675,1627673,202662,203826,1627678,201506,204333,203399,201911,1628878,2
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,1627678,0
1627675,1627673,202662,203826,1627678,201506,204333,203399,201911,1628878,0
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,1627678,2
1627675,1627673,202662,203826,1627678,201506,204333,203399,201911,1628878,0
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,1627678,0
1627675,1627673,202662,203826,1627678,201506,204333,203399,201911,1628878,2
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,203015,2
1627675,1627673,202662,203826,203015,201506,204333,203399,201911,1628878,0
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,203015,0
1627675,1627673,202662,203826,203015,201506,204333,203399,201911,1628878,0
201506,204333,203399,201911,1628878,1627675,1627673,202662,203826,203015,3
1627675,1627673,203406,203826,203015,201506,204333,203399,201911,1628878,2
201506,204333,203399,201911,1628878,1627675,1627673,203406,203826,203015,0
1627675,1627673,203406,203826,203015,201506,204333,203399,201911,1628878,0
201506,204333,203399,201911,1628878,1627675,1627673,203406,203826,203015,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,2
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,2
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,2
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,3
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,1
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,2
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,2
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,2
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,3
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,1627673,203015,203399,204333,201911,201506,1628878,0
203399,204333,201911,201506,1628878,203826,202662,1627675,1627673,203015,0
203826,202662,1627675,203406,1628280,203399,204333,201911,201506,1628878,0
203399,1628278,201911,1627672,203403,203826,202662,1627675,203406,1628280,2
203826,1627671,1627675,203406,1628280,203399,1628278,201911,1627672,203403,4
203399,1628278,201911,1627672,203403,203826,1627671,1627675,203406,1628280,0
203826,1627671,1627675,203406,1628280,203399,1628278,201911,1627672,203403,2
203399,1628278,201911,1627672,203403,203826,1627671,1627675,203406,1628280,0
203826,1627671,1627675,203406,1628280,203399,1628278,201911,1627672,203403,0
1627671,203406,203826,1627675,1628280,1628278,203399,203403,201911,1627672,0
1628278,203399,203403,201911,1627672,1627671,203406,203826,1627675,1628280,2
1627671,203406,203826,1627675,1628280,1628278,203399,203403,201911,1627672,2
1628278,203399,203403,201911,1627672,1627671,203406,203826,1627675,1628280,0
1627671,203406,203826,1627675,1628280,1628278,203399,203403,201911,1627672,2
201506,1628878,203403,204333,1627672,1627671,203406,203826,1627675,1628280,2
1627671,203406,203826,1627675,1628280,201506,1628878,203403,204333,1627672,0
201506,1628878,203403,204333,1627672,203015,203406,203826,1627675,1628280,2
203015,203406,203826,1627675,1627673,201506,1628878,203403,204333,1627672,1
201506,1628878,203403,204333,1627672,203015,203406,203826,1627675,1627673,0
203015,203406,203826,1627675,1627673,201506,1628878,203403,204333,1627672,0
201506,1628878,203403,204333,1627672,203015,203406,1627670,1627675,1627673,0
203015,203406,1627670,1627675,1627673,201506,1628878,203403,204333,1627672,3
201506,203399,201911,204333,1627672,203015,203406,1627670,1627675,1627673,3
203015,203406,1627670,1627675,1627673,201506,203399,201911,204333,1627672,2
201506,203399,201911,204333,1627672,203015,203406,1627670,1627675,1627673,2
203015,203406,1627670,1627675,1627673,201506,203399,201911,204333,1627672,3
201506,203399,201911,204333,1627672,203015,203406,1627670,1627675,1627673,0
203015,203406,1627670,1627675,1627673,201506,203399,201911,204333,1627672,2
201506,203399,201911,204333,1627672,203015,203406,1627670,1627675,1627673,0
203015,203406,1627670,1627675,1627673,201506,203399,201911,204333,1627672,2
201506,203399,201911,204333,1627672,203015,203406,202662,203826,1627673,0
203015,203406,202662,203826,1627673,201506,203399,201911,204333,1627672,0
201506,203399,201911,204333,1627672,203015,203406,202662,203826,1627673,0
203015,1627675,202662,203826,1627673,201506,203399,201911,204333,1627672,0
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,0
203015,1627675,202662,203826,1627673,201506,203399,1628878,204333,1627672,0
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,2
203015,1627675,202662,203826,1627673,201506,203399,1628878,204333,1627672,0
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,2
203015,1627675,202662,203826,1627673,201506,203399,1628878,204333,1627672,0
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,2
203015,1627675,202662,203826,1627673,201506,203399,1628878,204333,1627672,2
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,3
203015,1627675,202662,203826,1627673,201506,203399,1628878,204333,1627672,2
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,0
203015,1627675,202662,203826,1627673,201506,203399,1628878,204333,1627672,2
201506,203399,1628878,204333,1627672,203015,1627675,202662,203826,1627673,0
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,2
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,0
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,2
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,2
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,2
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,2
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,0
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,2
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,0
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,3
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,3
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,0
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,0
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,2
200676,204365,203831,1628909,204335,203827,202252,204319,1628920,1628886,0
203827,202252,204319,1628920,1628886,200676,204365,203831,1628909,204335,0
200676,204365,1629479,1628909,204335,203827,202252,204319,1628920,1628886,2
203827,202252,204319,1628920,1628886,200676,204365,1629479,1628909,204335,0
200676,204365,1629479,1628909,204335,203827,202252,204319,1628920,1628886,0
203827,202252,204319,1628920,1628886,200676,204365,1629479,1628909,204335,2
200676,1627676,1629479,1628909,204335,203827,202252,204319,1628920,1628886,2
203827,202252,204319,1628920,1628886,200676,1627676,1629479,1628909,204335,0
200676,1627676,1629479,1628909,204335,203827,202252,204319,1628920,1628886,0
203827,202252,204319,201907,1628886,203831,1627676,1629479,1628909,204335,2
203831,1627676,1629479,1628909,204335,203827,202252,204319,201907,1628886,0
203827,202252,204319,201907,1628886,203831,1627676,1629479,1628909,204335,2
203831,1627676,1629479,1628909,204335,203827,202252,204319,201907,1628886,0
203827,204321,204319,201907,1628886,203831,1627676,1629479,1628909,1629568,0
203831,1627676,1629479,1628909,1629568,203827,204321,204319,201907,1628886,2
203827,204321,204319,201907,1628886,203831,1627676,1629479,1628909,1629568,3
203831,1627676,1629479,1628909,1629568,203827,204321,204319,201907,1628886,0
203827,204321,204319,201907,1628886,203831,1627676,1629479,1628909,1629568,0
203831,1627676,1629479,1628909,1629568,203827,204321,204319,201907,1628886,2
203827,204321,204319,201907,1628886,203831,1627676,1629479,1628909,1629568,2
203831,1627676,1629479,1628909,1629568,203827,204321,204319,201907,1628886,0
203827,204321,204319,201907,1628886,203831,1627676,1629479,1628909,1629568,2
201907,1628244,1628886,201518,204321,1629568,204365,1629479,1627676,203831,2
1629568,204365,1629479,1627676,203831,201907,1628244,1628886,201518,204321,3
201907,1628244,1628886,201518,204321,1629568,204365,1629479,1627676,203831,0
1629568,204365,1629479,1627676,203831,201907,1628244,1628886,201518,204321,2
201907,1628244,1628886,201518,204321,1629568,204365,1629479,1627676,203831,0
1629568,204365,1629479,1627676,203831,201907,1628244,1628886,201518,204321,0
201907,1628244,1628886,201518,204321,1629568,204365,1629479,1627676,203831,3
1629568,204365,1629479,1627676,203831,201907,1628244,1628886,201518,204321,2
201907,1628244,1628886,201518,204321,1629568,204365,1629479,1627676,203831,0
1629568,204365,1629479,1627676,203831,201907,1628244,1628886,201518,204321,3
1628920,1628244,204319,201518,204321,1629568,204365,1628906,1627676,203831,2
1629568,204365,1628906,1627676,203831,1628920,1628244,204319,201518,204321,0
1628920,1628244,204319,201518,204321,1629568,204365,1628906,1627676,203831,2
1629568,204365,1628906,204335,200676,1628920,1628244,204319,203827,204321,2
1628920,1628244,204319,203827,204321,1629568,204365,1628906,204335,200676,0
1629568,204365,1628906,204335,200676,1628920,1628244,204319,203827,204321,2
1628920,1628886,204319,203827,202252,1629568,1628909,1628906,204335,200676,0
1629568,1628909,1628906,204335,200676,1628920,1628886,204319,203827,202252,0
1628920,1628886,204319,203827,202252,1629568,1628909,1629479,204335,200676,2
1629568,1628909,1629479,204335,200676,1628920,1628886,204319,203827,202252,2
1628920,1628886,204319,203827,202252,1629568,1628909,1629479,204335,200676,2
1629568,1628909,1629479,204335,200676,1628920,1628886,204319,203827,202252,0
1628920,1628886,204319,203827,202252,1629568,1628909,1629479,204335,200676,2
1629568,1628909,1629479,204335,200676,1628920,1628886,204319,203827,202252,2
1628920,1628886,204319,203827,202252,1629568,203831,204365,204335,200676,2
1629568,203831,204365,204335,200676,1628920,1628886,204319,203827,202252,0
1628920,1628886,204319,203827,202252,1629568,203831,204365,204335,200676,0
1629568,203831,204365,204335,200676,1628920,1628886,204319,203827,202252,0
1628920,1628886,204319,203827,202252,1629568,203831,204365,204335,200676,0
1629568,203831,204365,204335,200676,1628920,1628886,204319,203827,202252,2
201518,1628886,204319,203827,202252,1629568,203831,204365,204335,200676,3
1629568,203831,1627676,204335,200676,201518,1628886,204319,203827,202252,2
201518,1628886,204319,203827,202252,1629568,203831,204365,204335,200676,2
1629568,203831,204365,204335,200676,201518,1628886,204319,203827,202252,0
202252,203827,204319,1628886,1628920,204335,200676,204365,1628909,203831,0
204335,200676,204365,1628909,203831,202252,203827,204319,1628886,1628920,0
202252,203827,204319,1628886,1628920,204335,200676,204365,1628909,203831,0
204335,200676,204365,1628909,203831,202252,203827,204319,1628886,1628920,0
202252,203827,204319,1628886,1628920,204335,200676,204365,1628909,203831,2
204335,200676,204365,1628909,203831,202252,203827,204319,1628886,1628920,0
202252,203827,204319,1628886,1628920,204335,200676,204365,1628909,203831,2
204335,200676,204365,1628909,203831,202252,203827,204319,1628886,1628920,0
