off1,off2,off3,off4,off5,def1,def2,def3,def4,def5,Points
204323,202664,1627674,201516,203838,1628899,203399,203437,204333,201911,3
1628899,203399,203437,204333,201911,204323,202664,1627674,201516,203838,2
204323,202664,1627674,201516,203838,1628899,203399,203437,204333,201911,2
1628899,203399,203437,204333,201911,204323,202664,1627674,201516,203838,2
204323,202664,1627674,201516,203838,1628899,203399,203437,204333,201911,0
1628899,203399,203437,204333,201911,204323,202664,1627674,201516,203838,0
204323,202664,1627674,203857,203838,1628899,203399,203437,200673,201911,2
1628899,203403,203437,200673,201911,204323,202664,1627674,203857,203838,3
204323,202664,1627674,203857,203838,1628899,203403,203437,200673,201911,2
1628899,203403,203437,200673,201911,204323,202664,1627674,203857,1628931,2
204323,202664,1627674,203857,1628931,1628899,203403,203437,200673,201911,0
1628899,203403,203437,200673,201911,204323,202664,1627674,203857,1628931,3
204323,202664,1627674,203857,1628931,1628899,203403,203437,200673,201911,0
1628899,203403,203437,200673,201911,204323,202664,1627674,203857,1628931,0
204323,202664,1627674,203857,1628268,1628899,203403,203437,200673,201911,2
1628899,203403,203437,200673,201911,204323,202664,1627674,203857,1628268,0
203403,202663,200673,203437,1628278,1627674,203857,1628268,204323,201516,0
1627674,203857,1628268,204323,201516,203403,202663,200673,203437,1628278,0
203403,202663,200673,203437,1628278,1627674,203857,1628268,204323,201516,0
1627674,203857,203838,204323,201516,203403,202663,200673,203437,1628278,2
203403,202663,200673,203437,1628278,1627674,203857,203838,204323,201516,2
1627674,203857,203838,204323,201516,203403,202663,200673,203437,1628278,2
203403,202663,200673,201911,1628278,1628890,203857,203838,204323,201516,3
1628890,203857,203838,204323,201516,203399,202663,200673,201911,1628278,0
203403,202663,200673,201911,1628278,1628890,1628931,202664,204323,201516,0
1628890,1628931,202664,204323,201516,203403,202663,200673,201911,1628278,0
203403,202663,200673,201911,1628278,1628890,1628931,202664,204323,201516,2
1628890,1628931,202664,204323,201516,203403,202663,200673,201911,1628278,0
203403,202663,200673,201911,1628278,1628890,1628931,202664,204323,201516,0
1628890,1628268,202664,204323,201516,203399,202663,200673,201911,1628278,1
203399,202663,200673,201911,1628278,1628890,1628268,202664,204323,201516,0
1628890,1628268,202664,204323,201516,203399,202663,204333,201911,1628278,2
203399,202663,204333,201911,1628278,1627674,1628268,202664,204323,201516,2
1627674,1628268,202664,204323,201516,203399,202663,204333,201911,1628278,0
203399,202663,204333,201911,1628278,1627674,1628268,202664,204323,201516,3
1627674,1628268,202664,204323,201516,203399,202663,204333,201911,1628278,0
203399,202663,204333,201911,1628278,1627674,1628268,202664,204323,201516,2
1627674,1628268,202664,204323,201516,203399,202663,204333,201911,1628278,0
203399,201506,204333,201911,1628278,1627674,202652,202664,1628931,201516,2
1627674,202652,202664,1628931,201516,203399,201506,204333,201911,1628278,0
203399,201506,204333,201911,1628278,1627674,202652,202664,1628931,201516,2
1627674,202652,202664,1628931,201516,203399,201506,203437,201911,1628278,0
203399,201506,203437,201911,1628278,204323,202652,202664,203857,201516,2
204323,202652,202664,203857,201516,203399,201506,203437,201911,1628278,0
203399,201506,203437,201911,1628278,204323,202652,202664,203857,201516,0
204323,202652,202664,203857,201516,203399,201506,203437,201911,1628278,2
203399,201506,203437,201911,1628278,204323,202652,202664,203857,201516,0
204323,202652,202664,203857,201516,203399,201506,203437,201911,1628278,0
203399,201506,203437,201911,1628278,204323,202652,202664,203857,201516,2
204323,202652,202664,203857,201516,203399,204333,203437,201911,1628278,2
203399,204333,203437,201911,1628278,204323,202652,202664,203857,201516,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,0
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,2
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,0
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,2
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,3
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,2
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,2
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,2
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,2
1628890,203838,201516,202664,1628931,201911,1628878,201506,203399,204333,0
201911,1628878,201506,203399,204333,1628890,203838,201516,202664,1628931,2
203857,203838,201516,1627674,204323,201911,1628878,201506,203399,204333,0
201911,1628878,202663,203399,204333,203857,203838,201516,1627674,204323,2
203857,203838,201516,1627674,204323,201911,1628878,202663,203399,204333,2
201911,1628878,202663,203399,204333,203857,203838,201516,1627674,204323,0
203857,203838,201516,1627674,204323,201911,1628878,202663,203399,204333,0
201911,200673,202663,203399,204333,203857,203838,1628897,1627674,204323,2
203857,203838,1628897,1627674,204323,201911,200673,202663,203399,204333,0
201911,200673,202663,203403,204333,203857,203838,1628897,1627674,204323,0
203857,203838,1628897,1627674,204323,201911,200673,202663,203403,204333,3
201911,200673,202663,203403,204333,201516,203838,202664,1628890,204323,2
201516,203838,202664,1628890,204323,201911,200673,1628899,203403,203437,1
201911,200673,1628899,203403,203437,201516,203838,202664,1628890,204323,0
201516,203838,202664,1628890,204323,201911,200673,1628899,203403,203437,0
201911,200673,1628899,203403,203437,201516,203838,202664,1628890,204323,0
201516,203838,202664,1628890,204323,201911,200673,1628899,203403,203437,0
201911,200673,1628899,203403,203437,201516,203838,202664,1628890,204323,2
201516,203838,202664,1628890,204323,1628278,200673,1628899,203403,203437,1
1628278,200673,1628899,203403,203437,201516,203838,202664,1628890,204323,0
201516,203838,202664,1628890,204323,1628278,200673,1628899,203403,203437,3
1628278,200673,1628899,203403,203437,201516,203838,202664,1628890,204323,0
202664,204323,201516,203857,203838,1628278,203437,200673,1628899,203403,0
1628278,203437,200673,1628899,203403,202664,204323,201516,203857,203838,2
202664,204323,201516,203857,203838,1628278,203437,200673,1628899,203403,2
1628278,203437,200673,1628899,203403,202664,204323,201516,203857,203838,2
202664,204323,201516,203857,203838,1628278,203437,200673,1628899,203403,3
1628278,203437,200673,1628899,203403,202664,204323,201516,203857,203838,2
202664,204323,201516,203857,203838,203401,203399,200673,1628899,204333,2
203401,203399,200673,1628899,204333,202664,204323,201516,203857,203838,0
202664,204323,201516,203857,203838,203401,203399,200673,202663,204333,2
203401,203399,200673,202663,204333,202664,204323,201516,203857,203838,2
202664,204323,201516,203857,203838,203401,203399,200673,202663,204333,0
203401,203399,200673,202663,204333,202664,204323,201516,203857,203838,0
202664,204323,201516,203857,203838,203401,203399,200673,202663,204333,0
203401,203399,200673,202663,204333,202664,204323,201516,203857,203838,3
202664,204323,201516,203857,203838,203401,203399,200673,202663,204333,0
203401,203399,200673,202663,204333,202664,204323,201516,203857,203838,0
202664,204323,201516,203857,203838,203401,203399,200673,202663,204333,0
203401,203399,1628878,202663,204333,202664,204323,201516,203857,203838,2
202664,204323,201516,203857,203838,203401,203399,1628878,202663,204333,0
203401,203399,1628878,202663,204333,202664,204323,201516,203857,203838,3
202652,1627674,1628268,203857,1628931,203401,203403,1628878,202663,204333,0
203401,203403,1628878,202663,204333,202652,1627674,1628268,203857,1628931,0
202652,1627674,1628268,203857,1628931,203401,203403,1628878,202663,204333,3
203401,203403,1628878,202663,204333,202652,1627674,1628268,203857,1628931,2
202652,1627674,1628268,203857,1628931,203401,203403,1628878,202663,204333,2
203401,203403,1628878,202663,204333,202652,1627674,1628268,1628897,1628931,0
202652,1627674,1628268,1628897,1628931,203401,203403,1628878,202663,204333,0
203401,203403,1628878,202663,204333,202652,1627674,1628268,1628897,1628931,0
202652,1627674,1628268,1628897,1628931,203401,203403,1628878,1628899,204333,0
203401,203403,1628878,1628899,204333,202652,1627674,1628268,1628897,1628931,0
202652,1627674,1628268,1628897,1628931,203401,203403,1628878,1628899,1628278,0
203401,203403,1628878,1628899,1628278,202652,1627674,1628268,1628897,1628931,0
202652,1627674,1628268,1628897,1628931,203401,203403,1628878,1628899,1628278,0
203401,203403,1628878,1628899,1628278,202652,1627674,1628268,1628897,1628931,0
202652,1627674,1628268,1628897,1628931,203401,203403,1628878,1628899,1628278,0
203401,203403,1628878,1628899,1628278,202652,1627674,1628268,1628897,1628931,0
202652,1627674,1628268,1628897,1628931,203401,203403,1628878,1628899,1628278,2
202633,203400,203017,1628277,1628273,201480,100915,202632,100944,200671,0
201480,100915,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,100915,202632,100944,200671,2
201480,100915,202632,100944,200671,202633,203400,203017,1628277,1628273,0
202633,203400,203017,1628277,1628273,201480,100915,202632,100944,200671,0
201480,100915,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,100915,202632,100944,200671,0
201480,100915,202632,100944,200671,202633,203400,203017,1628277,1628273,0
202633,203400,203017,1628277,1628273,201480,100915,202632,100944,200671,0
201480,100915,202632,100944,200671,202633,203400,203017,1628277,1628273,0
202633,203400,203017,1628277,1628273,201480,100915,202632,100944,200671,0
201480,100915,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,2
201480,202658,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,2
201480,202658,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,0
201480,202658,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,0
201480,202658,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,0
201480,202658,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,0
201480,202658,202632,100944,200671,202633,203400,203017,1628277,1628273,2
202633,203400,203017,1628277,1628273,201480,202658,202632,100944,200671,0
201480,202658,202632,100944,101030,202633,203400,203866,1628277,1627672,0
202633,203400,203866,1628277,1627672,201480,202658,202632,100944,101030,0
201480,202658,202632,100944,101030,202633,203400,203866,1628277,1627672,2
202633,203400,203866,1628277,1627672,201480,202658,202632,100944,101030,2
201480,202658,202632,100944,101030,202633,203400,203866,1628277,1627672,2
202633,203400,203866,1628277,1627672,201480,202658,202632,100944,101030,2
201480,202658,202632,100944,101030,202633,203400,203866,1628285,1627672,3
202633,203400,203866,1628285,1627672,203041,202658,202632,100944,101030,2
203041,202658,202632,100944,101030,202633,203400,203866,1628285,1627672,2
202633,203400,203866,1628285,1627672,203041,202658,202632,100944,101030,2
203041,202658,202632,100944,101030,202633,203400,203866,1628285,1627672,0
202633,203400,203866,1628285,1627672,203041,202658,202632,100944,101030,0
203041,202658,200671,100944,101030,202633,203400,203866,1628285,1627672,0
202633,203400,203866,1628285,1627672,203041,202658,200671,100944,101030,2
1628508,202658,200671,100944,202632,202633,203400,203866,1628285,1627672,0
202633,203400,203866,1628285,1627672,1628508,202658,200671,100944,202632,2
1628508,202658,200671,100944,202632,202633,203400,203866,1628285,1627672,2
202633,203400,203866,1628285,1627672,1628508,202658,200671,100944,202632,2
1628508,202658,200671,100944,202632,202633,203400,203866,1628285,1627672,2
202633,203400,203866,1628285,1627672,1628508,202658,200671,100944,202632,0
202632,200671,201480,1628508,202658,203400,1627672,1628285,1628922,203866,0
203400,1627672,1628285,1628922,203866,202632,200671,201480,1628508,202658,2
202632,200671,201480,1628508,202658,203400,1627672,1628285,1628922,203866,0
203400,1627672,1628285,1628922,203866,202632,200671,201480,1628508,202658,0
202632,200671,201480,1628508,202658,203400,1627672,1628285,1628922,203866,3
203400,1627672,1628285,1628922,203866,202632,200671,100944,1628508,202658,2
202632,200671,100944,1628508,1628283,1628273,1628277,1628285,1628922,203866,2
1628273,1628277,1628285,1628922,203866,202632,200671,100944,1628508,1628283,2
202632,200671,100944,1628508,1628283,1628273,1628277,1628285,1628922,203866,2
1628273,1628277,1628285,1628922,203866,202632,200671,100944,1628508,1628283,0
202632,200671,100944,1628508,1628283,1628273,1628277,1628285,1628922,203866,0
1628273,1628277,1628285,1628922,203866,202632,200671,100944,1628508,1628283,0
202632,200671,100944,1628508,1628283,1628273,1628277,1628285,1628922,203866,2
1628273,1628277,203400,203017,202633,202632,200671,100944,1628508,1628283,2
202632,200671,100944,1628508,1628283,1628273,1628277,203400,203017,202633,3
1628273,1628277,203400,203017,202633,202632,200671,100944,1628508,1628283,2
202632,200671,100944,1628508,1628283,1628273,1628277,203400,203017,202633,2
1628273,1628277,203400,203017,202633,202632,200671,100944,1628508,1628283,2
202632,200671,100944,1628508,1628283,1628273,1628277,203400,203017,202633,0
1628273,1628277,203400,203017,202633,202632,200671,100944,1628508,1628283,0
202632,200671,100944,1628508,1628283,1628273,1628277,203400,203017,202633,0
1628273,1628277,203400,203017,202633,202632,200671,100944,1628508,1628283,0
202632,200671,100944,1628508,1628283,1628273,1627672,203400,203017,202633,0
1628273,1627672,203400,203017,202633,202632,200671,100944,1628508,1628283,0
202632,202658,100944,1628508,1628283,1628273,1627672,203400,203017,202633,2
1628273,1627672,203400,203017,202633,202632,202658,100944,1628508,1628283,0
202632,202658,100944,1628508,1628283,1628273,1627672,203400,203017,202633,0
1628273,1627672,203400,203017,202633,202632,202658,100944,1628508,1628283,1
202632,202658,100944,1628508,1628283,1628273,1627672,203400,203017,202633,2
1628273,1627672,203400,203017,202633,202632,202658,100944,101030,1628283,1
202632,202658,100944,101030,1628283,1628273,1627672,203400,203017,202633,0
1628273,1627672,203400,203017,202633,202632,202658,100944,101030,1628283,0
202632,202658,100944,101030,1628283,1628273,1628277,203400,203017,202633,2
1628273,1628277,203400,203017,202633,202632,202658,100944,101030,1628283,0
202632,202658,100944,101030,1628283,1628273,1628277,203400,203017,202633,0
1628273,1628277,203400,203017,202633,202632,202658,100944,101030,1628283,2
201480,202632,100944,200671,100915,202633,1628273,1628277,203017,203400,1
202633,1628273,1628277,203017,203400,201480,202632,100944,200671,100915,2
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,4
202633,1627672,1628277,203017,203400,201480,202632,100944,200671,100915,0
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,0
202633,1627672,1628277,203017,203400,201480,202632,100944,200671,100915,0
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,2
202633,1627672,1628277,203017,203400,201480,202632,100944,200671,100915,0
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,0
202633,1627672,1628277,203017,203400,201480,202632,100944,200671,100915,2
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,2
202633,1627672,1628277,203017,203400,201480,202632,100944,200671,100915,3
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,1
202633,1627672,1628277,203017,203400,201480,202632,100944,200671,100915,0
201480,202632,100944,200671,100915,202633,1627672,1628277,203017,203400,2
202633,203866,1628277,203017,203400,201480,202632,100944,200671,100915,4
201480,202632,100944,200671,100915,202633,203866,1628277,203017,203400,0
202633,203866,1628277,203017,203400,201480,202632,100944,200671,100915,0
201480,202632,100944,200671,202658,202633,203866,1628277,203017,203400,0
202633,203866,1628277,203017,203400,201480,202632,100944,200671,202658,0
201480,202632,100944,200671,202658,202633,203866,1628277,203017,203400,2
202633,203866,1628277,203017,203400,201480,202632,100944,200671,202658,0
201480,202632,100944,200671,202658,202633,1628922,1628277,203017,203400,1
202633,1628922,1628277,203017,203400,201480,202632,100944,200671,202658,2
201480,202632,100944,200671,202658,202633,1628922,1628277,203017,203400,2
202633,1628922,1628277,203017,203400,201480,202632,100944,200671,202658,0
201480,202632,100944,200671,202658,202633,1628922,1628277,203017,203400,0
202633,1628922,1628277,203017,203400,201480,202632,100944,200671,202658,0
201480,202632,100944,1628508,202658,202633,1628922,1628277,203866,203400,2
202633,1628922,1628277,203866,203400,201480,202632,100944,1628508,202658,0
201480,202632,100944,1628508,202658,202633,1628922,1628277,203866,203400,0
202633,1628922,1628277,203866,203400,201480,202632,100944,1628508,202658,0
201480,202632,100944,1628508,202658,202633,1628922,1628277,203866,203400,0
202633,1628922,1628277,203866,203400,201480,202632,100944,1628508,202658,2
201480,202632,100944,1628508,202658,202633,1628922,1628277,203866,203400,0
202633,1628922,1628277,203866,203400,201480,202632,100944,1628508,202658,0
201480,101030,1628866,1628508,202658,203017,1628922,1628277,203866,1628285,2
203017,1628922,1628277,203866,1628285,201480,101030,1628866,1628508,202658,2
201480,101030,1628866,1628508,202658,203017,1628922,1628277,203866,1628285,0
203017,1628922,1628277,203866,1628285,201480,101030,1628866,1628508,202658,2
201480,101030,1628866,1628508,202658,203017,1628922,1628277,203866,1628285,2
203017,1628922,1628277,203866,1628285,201480,101030,1628866,1628508,202658,3
201480,101030,1628866,1628508,202658,203017,1628922,1628277,203866,1628285,2
203017,1628922,1628277,203866,1628285,201480,101030,1628866,1628508,202658,0
1628285,1628922,202633,203866,1628273,1628866,201480,202658,101030,1628508,0
1628866,201480,202658,101030,1628508,1628285,1628922,202633,203866,1628273,0
1628285,1628922,202633,203866,1628273,1628866,201480,202658,101030,1628508,2
1628866,201480,202658,101030,1628508,203400,1628922,202633,203866,1628273,2
203400,1628922,202633,203866,1628273,1628866,201480,202658,101030,1628508,0
1628866,201480,202658,101030,1628508,203400,1628922,202633,203866,1628273,0
203400,1628922,202633,203866,1628273,1628866,201480,202658,101030,1628508,0
1628866,201480,202658,101030,1628508,203400,1628922,202633,203866,1628273,0
203400,1628922,202633,203866,1628273,1628866,201480,202658,101030,1628508,2
1628283,201480,202632,200671,1628508,203400,1627672,202633,203866,1628273,0
203400,1627672,202633,203866,1628273,1628283,201480,202632,200671,1628508,3
1628283,201480,202632,200671,1628508,203400,1627672,202633,203866,1628273,0
203400,1627672,202633,203866,1628273,1628283,201480,202632,200671,1628508,0
1628283,201480,202632,200671,1628508,203400,1627672,202633,203866,1628273,0
203400,1627672,202633,203866,1628273,1628283,201480,202632,200671,1628508,0
1628283,201480,202632,200671,1628508,203400,1627672,202633,203866,1628273,0
203400,1627672,202633,203866,1628922,1628283,201480,202632,200671,100944,0
1628283,201480,202632,200671,100944,203400,1627672,202633,203866,1628922,0
203400,1627672,202633,203866,1628922,202658,201480,202632,200671,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628922,0
203400,1627672,202633,203866,1628922,202658,201480,202632,1628508,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,1
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,2
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,2
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,0
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,2
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,2
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,3
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,0
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,0
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,3
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,0
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,2
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,2
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,0
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,2
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,3
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,0
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,3
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,2
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,0
202658,201480,202632,200671,100944,203400,1627672,202633,203866,1628277,2
203400,1627672,202633,203866,1628277,202658,201480,202632,200671,100944,0
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,0
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,0
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,0
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,0
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,3
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,2
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,3
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,204319,2
1627668,201049,203827,204321,204319,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,1628244,2
1627668,201049,203827,204321,1628244,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,1628244,2
1627668,201049,203827,204321,1628244,1628932,1628917,1628269,1628276,203825,0
1628932,1628917,1628269,1628276,203825,1627668,201049,203827,204321,1628244,2
1627668,201049,203827,204319,1628244,1628932,203402,1628269,1628276,203825,0
1628932,203402,1628269,1628276,203825,1627668,201049,203827,204319,1628244,0
1627668,201049,203827,204319,1628244,1628932,203402,1628269,1628276,203825,0
1628932,203402,1628269,1628276,203825,1627668,201049,203827,204319,1628244,0
1627668,1628886,203827,204319,1628244,1628932,203402,1628269,201477,203825,0
1628932,203402,1628269,201477,203825,1627668,1628886,203827,204319,1628244,4
1627668,1628886,203827,204319,1628244,1628932,203402,1628269,201477,203825,0
1628932,203402,1628269,201477,203825,1627668,1628886,201518,204319,1628244,0
1627668,1628886,201518,204319,1628244,1628932,203402,1628269,201477,203825,0
1628932,203402,1628269,201477,203825,1627668,1628886,201518,204319,1628244,0
1627668,1628886,201518,204319,1628244,1628932,203402,1628269,201477,203825,2
1628932,203402,1628263,201477,203825,1627668,1628886,201518,204319,1628244,2
1627668,1628886,201518,204319,1628244,1628932,203402,1628263,201477,203825,2
204324,203402,1628263,201477,203825,1627668,1628886,201518,204319,1628244,2
1627668,1628886,201518,204319,1628244,204324,203402,1628263,201477,203825,2
204324,203402,1628263,201477,203825,1627668,1628886,201518,204319,1628244,0
1627668,1628886,201518,204319,1628244,204324,203402,1628263,201477,203825,2
204324,203402,1628263,201477,1628913,1627668,1628886,201518,204319,201907,1
204321,1628886,201518,204319,201907,204324,203402,1628263,201477,1628913,3
204324,203402,1628263,201477,1628913,204321,1628886,201518,204319,201907,0
204321,1628886,201518,204319,201907,204324,203402,1628263,201477,1628913,2
201477,1628263,203402,204324,1628913,201907,204321,204319,1628886,201518,1
201907,204321,204319,1628886,201518,201477,1628263,203402,204324,1628913,0
201477,1628263,203402,204324,1628913,201907,204321,204319,1628886,201518,0
201907,204321,204319,1628886,201518,201477,1628932,1628276,1628917,1628913,0
201477,1628932,1628276,1628917,1628913,201907,204321,204319,1628886,201518,2
201907,204321,204319,1628886,1627668,201477,1628932,1628276,1628917,203825,2
201477,1628932,1628276,1628917,203825,201907,204321,204319,1628886,1627668,0
201907,204321,204319,1628886,1627668,201477,1628932,1628276,1628917,203825,2
201477,1628932,1628276,1628917,203825,201907,204321,204319,1628886,1627668,0
201907,204321,204319,1628886,1627668,201477,1628932,1628276,1628917,203825,0
201477,1628932,1628276,1628917,203825,201907,204321,204319,1628886,1627668,0
201907,204321,204319,1628886,1627668,201477,1628932,1628276,1628917,203825,0
1628269,1628932,1628276,1628917,203825,201907,204321,204319,1628886,1627668,0
201907,204321,204319,1628886,1627668,1628269,1628932,1628276,1628917,203825,2
1628269,1628932,1628276,1628917,203825,201907,204321,204319,1628886,1627668,2
201049,204321,203827,1628244,1627668,1628269,1628932,1628276,1628917,203825,0
1628269,1628932,1628276,1628917,203825,201049,204321,203827,1628244,1627668,0
201049,204321,203827,1628244,1627668,1628269,1628932,1628276,1628917,203825,2
1628269,1628932,1628276,1628917,203825,201049,204321,203827,1628244,1627668,0
201049,204321,203827,1628244,1627668,1628269,1628932,1628276,1628917,203825,2
1628269,1628932,1628263,1628917,203825,201049,204321,203827,1628244,1627668,4
201049,204321,203827,1628244,1627668,1628269,1628932,1628263,1628917,203825,0
1628269,1628932,1628263,1628917,203825,201049,204321,203827,1628244,1627668,3
201049,204321,203827,204319,1627668,1628269,1628932,1628263,1628917,203825,3
1628269,1628932,1628263,1628917,203825,201049,204321,203827,204319,1627668,0
201049,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,2
1628269,204324,1628263,1628917,203825,201049,204321,203827,204319,1627668,0
1628886,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,0
1628269,204324,1628263,1628917,203825,1628886,204321,203827,204319,1627668,0
1628886,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,2
1628269,204324,1628263,1628917,203825,1628886,204321,203827,204319,1627668,2
1628886,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,3
1628269,204324,1628263,1628917,203825,1628886,204321,203827,204319,1627668,2
1628886,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,1
1628269,204324,1628263,1628917,203825,1628886,204321,203827,204319,1627668,0
1628886,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,2
1628269,204324,1628263,1628917,203825,1628886,204321,203827,204319,1627668,0
1628886,204321,203827,204319,1627668,1628269,204324,1628263,1628917,203825,0
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,201049,204321,0
1627668,203827,204319,201049,204321,203825,1628917,1628276,1628932,1628269,0
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,201049,204321,2
1627668,203827,204319,201049,204321,203825,1628917,1628276,1628932,1628269,2
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,201049,204321,2
1627668,203827,204319,201049,204321,203825,1628917,1628276,1628932,1628269,2
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,201049,204321,2
1627668,203827,204319,201049,204321,203825,1628917,1628276,1628932,1628269,0
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,201049,204321,2
1627668,203827,204319,1628886,204321,203825,1628917,1628276,1628932,1628269,3
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,1628886,204321,0
1627668,203827,204319,1628886,204321,203825,1628917,1628276,1628932,1628269,1
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,1628886,201518,0
1627668,203827,204319,1628886,201518,203825,1628917,1628276,1628932,1628269,2
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,1628886,201518,2
1627668,203827,204319,1628886,201518,203825,1628917,1628276,1628932,1628269,0
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,1628886,201518,0
1627668,203827,204319,1628886,201518,203825,1628917,1628276,1628932,1628269,0
203825,1628917,1628276,1628932,1628269,1627668,203827,204319,1628886,201518,0
