,playerId,playerName,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,RAPM__intercept
47,202670,Carolyn Swords,0.76,48.0,1.34,31.0,-0.57,91.0,102.08
48,203825,Kayla McBride,0.71,49.0,-0.76,106.0,1.47,26.0,102.08
49,1628927,Victoria Vivians,0.7,50.0,-0.45,89.0,1.16,35.0,102.08
50,1630113,Ruthy Hebard,0.66,51.0,0.27,59.0,0.39,55.0,102.08
51,203014,Nneka Ogwumike,0.65,52.0,1.65,24.0,-1.01,109.0,102.08
52,1629485,Kristine Anigwe,0.59,53.0,-0.73,102.0,1.32,31.0,102.08
53,100940,Diana Taurasi,0.56,54.0,-0.46,91.0,1.01,41.0,102.08
54,1628282,Sydney Wiese,0.47,55.0,1.24,33.0,-0.78,100.0,102.08
55,1628890,Diamond DeShields,0.43,56.0,1.76,23.0,-1.33,120.0,102.08
56,1629524,Bridget Carleton,0.36,57.0,-1.92,128.0,2.28,13.0,102.08
57,203411,Sugar Rodgers,0.29,58.0,0.7,48.0,-0.41,81.0,102.08
58,204335,Betnijah Laney,0.26,59.0,0.52,55.0,-0.26,76.0,102.08
59,1630097,Kaila Charles,0.23,60.0,1.12,37.0,-0.9,106.0,102.08
60,204330,Isabelle Harrison,0.22,61.0,0.64,50.0,-0.42,82.0,102.08
61,203406,Layshia Clarendon,0.17,62.0,1.36,28.0,-1.19,114.0,102.08
62,1628886,Jordin Canada,0.17,63.0,1.42,27.0,-1.25,117.0,102.08
63,203828,Stefanie Dolson,0.16,65.0,-1.11,112.0,1.27,33.0,102.08
64,203824,Odyssey Sims,0.16,64.0,-1.12,114.0,1.28,32.0,102.08
65,203035,Shey Peddy,0.03,66.0,2.24,12.0,-2.21,133.0,102.08
66,1628242,Emma Cannon,0.0,67.0,0.1,66.0,-0.1,69.0,102.08
67,202640,Karima Christmas-Kelly,-0.03,68.0,0.64,49.0,-0.68,94.0,102.08
68,1628882,Lexie Brown,-0.04,69.0,0.82,46.0,-0.86,103.0,102.08
69,204320,Amanda Zahui B,-0.09,70.0,2.5,8.0,-2.59,137.0,102.08
70,1628881,Monique Billings,-0.15,71.0,-0.2,79.0,0.05,65.0,102.08
71,1628909,Kelsey Mitchell,-0.18,72.0,-2.83,138.0,2.65,10.0,102.08
72,203866,Kayla Thornton,-0.19,73.0,-0.14,76.0,-0.05,67.0,102.08
73,204355,Blake Dietrick,-0.2,74.0,0.53,54.0,-0.74,97.0,102.08
74,201507,Leilani Mitchell,-0.27,75.0,-0.55,96.0,0.28,61.0,102.08
75,204322,Elizabeth Williams,-0.28,76.0,-0.65,99.0,0.37,56.0,102.08
76,203043,Jacki Gemelos,-0.35,77.0,0.08,68.0,-0.43,83.0,102.08
77,1630093,Bella Alarie,-0.35,78.0,-1.4,121.0,1.05,39.0,102.08
78,1629497,Marina Mabrey,-0.36,79.0,-1.49,124.0,1.13,36.0,102.08
79,1629478,Katie Lou Samuelson,-0.37,80.0,-0.82,107.0,0.45,52.0,102.08
80,1629570,Megan Huff,-0.37,81.0,0.18,63.0,-0.55,88.0,102.08
81,1628273,Kaela Davis,-0.38,82.0,-0.26,84.0,-0.12,72.0,102.08
82,1628283,Alexis Jones,-0.4,83.0,0.04,70.0,-0.44,84.0,102.08
83,1628269,Nia Coffey,-0.41,84.0,0.41,56.0,-0.82,101.0,102.08
84,1628297,Alexis Prince,-0.5,85.0,0.19,62.0,-0.69,96.0,102.08
85,1627676,Tiffany Mitchell,-0.53,86.0,1.04,38.0,-1.57,122.0,102.08
86,201516,Allie Quigley,-0.58,87.0,-1.46,123.0,0.88,42.0,102.08
87,1630127,Leaonna Odom,-0.58,88.0,0.34,57.0,-0.92,107.0,102.08
88,203829,Bria Hartley,-0.6,89.0,-1.41,122.0,0.81,43.0,102.08
89,1629506,Kiara Leslie,-0.61,90.0,1.35,30.0,-1.96,131.0,102.08
90,203069,Avery Warley-Talbert,-0.62,91.0,-0.91,109.0,0.29,60.0,102.08
91,1628268,Alaina Coates,-0.65,92.0,1.81,21.0,-2.46,135.0,102.08
92,1629480,Kalani Brown,-0.68,93.0,-0.18,78.0,-0.5,87.0,102.08
93,202259,Epiphanny Prince,-0.71,94.0,-0.22,82.0,-0.48,86.0,102.08
94,203437,Tierra Ruffin-Pratt,-0.74,95.0,-0.36,88.0,-0.38,80.0,102.08
95,1627704,Alisia Jenkins,-0.77,96.0,-0.03,73.0,-0.74,98.0,102.08
96,1630118,Stella Johnson,-0.79,97.0,-3.57,143.0,2.78,9.0,102.08
97,1629492,Beatrice Mompremier,-0.82,98.0,-1.32,118.0,0.5,51.0,102.08
98,1630104,Kathleen Doyle,-0.91,99.0,1.01,39.0,-1.92,130.0,102.08
99,1630095,Brittany Brewer,-0.92,100.0,-0.73,103.0,-0.18,73.0,102.08
100,1627670,Morgan Tuck,-0.98,101.0,0.93,40.0,-1.92,129.0,102.08
101,1629568,Kennedy Burke,-0.99,102.0,-0.35,87.0,-0.63,92.0,102.08
102,1628263,Lindsay Allen,-1.19,103.0,0.12,65.0,-1.31,118.0,102.08
103,1629477,Sabrina Ionescu,-1.2,104.0,-0.02,72.0,-1.18,113.0,102.08
104,1630150,Chennedy Carter,-1.21,105.0,-0.98,110.0,-0.22,74.0,102.08
105,1630154,Kamiah Smalls,-1.24,106.0,-1.15,115.0,-0.08,68.0,102.08
106,1630119,Jazmine Jones,-1.27,107.0,-1.02,111.0,-0.25,75.0,102.08
107,1628895,Marie Gülich,-1.4,108.0,-2.11,130.0,0.71,45.0,102.08
108,201913,Kia Vaughn,-1.44,109.0,-1.95,129.0,0.51,50.0,102.08
109,1628906,Stephanie Mavunga,-1.62,111.0,-0.53,95.0,-1.09,110.0,102.08
110,1630134,Sug Sutton,-1.62,110.0,-0.74,104.0,-0.87,105.0,102.08
111,203029,Riquna Williams,-1.67,112.0,-2.22,132.0,0.56,49.0,102.08
112,1630115,Joyner Holmes,-1.7,113.0,-0.24,83.0,-1.46,121.0,102.08
113,204332,Cierra Burdick,-1.71,114.0,-0.61,97.0,-1.1,112.0,102.08
114,200676,Candice Dupree,-1.86,115.0,-3.24,142.0,1.38,29.0,102.08
115,202641,Sydney Colson,-1.87,117.0,-0.62,98.0,-1.25,116.0,102.08
116,201518,Crystal Langhorne,-1.87,116.0,-1.32,119.0,-0.55,90.0,102.08
117,1628931,Gabby Williams,-1.89,118.0,-0.09,75.0,-1.8,126.0,102.08
118,203416,Emma Meesseman,-1.98,119.0,-1.34,120.0,-0.64,93.0,102.08
119,1629502,Paris Kea,-2.16,121.0,0.17,64.0,-2.33,134.0,102.08
120,1629484,Megan Gustafson,-2.16,120.0,-0.45,90.0,-1.71,124.0,102.08
121,203405,Kayla Alexander,-2.18,122.0,-0.47,92.0,-1.71,125.0,102.08
122,1630112,Tyasha Harris,-2.21,123.0,-1.11,113.0,-1.1,111.0,102.08
123,1630153,Jaylyn Agnew,-2.25,124.0,-2.13,131.0,-0.12,71.0,102.08
124,203015,Shekinna Stricklen,-2.25,125.0,-1.57,126.0,-0.68,95.0,102.08
125,203018,Shenise Johnson,-2.26,126.0,-0.66,100.0,-1.6,123.0,102.08
126,1630149,Satou Sabally,-2.3,127.0,-0.2,80.0,-2.1,132.0,102.08
127,1627675,Courtney Williams,-2.42,128.0,-3.08,140.0,0.66,46.0,102.08
128,203017,Glory Johnson,-2.61,129.0,-1.29,116.0,-1.33,119.0,102.08
129,1628915,Kia Nurse,-2.63,130.0,-0.0,71.0,-2.63,138.0,102.08
130,203831,Natalie Achonwa,-2.78,131.0,-1.58,127.0,-1.2,115.0,102.08
131,203849,Theresa Plaisance,-3.06,132.0,-2.29,133.0,-0.77,99.0,102.08
132,1630139,Jocelyn Willoughby,-3.36,133.0,-1.5,125.0,-1.86,128.0,102.08
133,1629567,Natisha Hiedeman,-3.41,134.0,-0.26,85.0,-3.15,141.0,102.08
134,203400,Skylar Diggins-Smith,-3.49,135.0,-3.02,139.0,-0.47,85.0,102.08
135,204329,Kiah Stokes,-3.66,136.0,0.09,67.0,-3.75,144.0,102.08
136,1627700,Julie Allemand,-3.78,137.0,-3.76,145.0,-0.01,66.0,102.08
137,1627669,Moriah Jefferson,-4.16,138.0,-0.87,108.0,-3.3,143.0,102.08
138,204321,Kaleena Mosqueda-Lewis,-4.32,139.0,-2.48,134.0,-1.83,127.0,102.08
139,1627678,Bria Holmes,-4.53,140.0,-3.68,144.0,-0.85,102.0,102.08
140,203403,Tianna Hawkins,-4.58,141.0,0.08,69.0,-4.66,145.0,102.08
141,203838,Astou Ndour-Fall,-5.53,142.0,-2.62,137.0,-2.92,139.0,102.08
142,1630136,Megan Walker,-5.69,143.0,-2.58,136.0,-3.11,140.0,102.08
143,1630131,Kylee Shook,-5.73,144.0,-3.19,141.0,-2.53,136.0,102.08
144,201502,Essence Carson,-5.77,145.0,-2.51,135.0,-3.26,142.0,102.08
