,off1,off2,off3,off4,off5,def1,def2,def3,def4,def5,Points
11566,204324,203411,202658,204332,1629498,1627678,201502,1629567,1629492,1630097,0
11567,1627678,201502,1629567,1629492,1630097,204324,203411,202658,204332,1629498,2
11568,204324,203411,202658,204332,1629498,1627678,201502,1629567,1629492,1630097,0
11569,1627678,201502,1629567,1629492,1630097,204324,203411,202658,204332,1629498,0
11570,204324,203411,202658,204332,1629498,1627678,201502,1629567,1629492,1630097,0
11571,1627678,201502,1629567,1629492,1630097,204324,203411,202658,204332,1629498,0
11572,204324,203411,202658,204332,1629498,1627678,201502,1629567,1629492,1630097,2
11573,1627678,201502,1629567,1629492,1630097,204324,203411,202658,204332,1629498,0
11574,204324,203411,202658,204332,1629498,1627678,201502,1629567,1629492,1630097,0
11575,1627678,201502,1629567,203849,1630097,202670,203411,1628263,204332,1629498,2
11576,202670,203411,1628263,204332,1629498,1627678,201502,1629567,203849,1630097,0
11577,1627678,201502,1629567,203849,1630097,202670,203411,1628263,204332,1629498,0
11578,202670,203411,1628263,204332,1629498,1627678,201502,1629567,203849,1630097,3
11579,1627678,201502,1629567,203849,1630097,202670,203411,1628263,204332,1629498,2
11580,202670,203411,1628263,204332,1629498,1627678,201502,1629567,203849,1630097,2
11581,1627678,201502,1629567,203849,1630097,202670,203411,1628263,204332,1629498,0
11582,202670,203411,1628263,204332,1629498,1627678,201502,1629567,203849,1630097,0
11583,1627678,201502,1629567,203849,1630097,202670,203411,1628263,204332,1629498,1
11584,202670,203411,1628263,204332,1629498,1627678,201502,1629567,203849,1630097,0
11585,1627678,201502,1629567,203849,1630097,202670,203411,1628263,204332,1629498,0
11586,202670,203411,1628263,204332,1629498,1627678,201502,1629567,203849,1630097,3
11587,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,2
11588,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,2
11589,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,3
11590,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,2
11591,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,2
11592,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,0
11593,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,3
11594,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,2
11595,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,0
11596,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,0
11597,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,3
11598,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,0
11599,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,2
11600,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,0
11601,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,0
11602,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,0
11603,204330,1629481,1629497,203866,1628277,1628899,203403,201507,1628878,1630118,0
11604,1628899,203403,201507,1628878,1630118,204330,1629481,1629497,203866,1628277,0
11605,1630093,1629481,1629497,203866,1628277,1628268,203403,201507,1628878,1630118,3
11606,1628268,203403,201507,1628878,1630118,1630093,1629481,1629497,203866,1628277,2
11607,1630093,1629481,1629497,203866,1628277,1628268,203403,201507,1628878,1630118,0
11608,1628268,203403,201507,1628878,1630118,1630093,1629481,1629497,203866,1628277,3
11609,1630093,1629481,1630112,203866,1628277,1628268,203403,1630134,1628878,1630118,0
11610,1628268,203403,1630134,1628878,1630118,1630093,1629481,1630112,203866,1628277,0
11611,1630093,1629481,1630112,203866,1628277,1628268,203403,1630134,203043,1630118,2
11612,1628268,203403,1630134,203043,1630118,1630093,1629481,1630112,203866,1628277,0
11613,1630093,1629481,1630112,203866,1628277,1628268,203403,1630134,203043,1630118,0
11614,1628268,203403,1630134,203043,1630118,1630093,1629481,1630112,203866,1628277,2
11615,1630093,1629481,1630112,203866,1628277,1628268,203403,1630134,203043,1630118,0
11616,1628268,1629506,1630134,203043,1628899,204330,1629481,1630112,203866,1629478,0
11617,204330,1629481,1630112,203866,1629478,1628268,1629506,1630134,203043,1628899,0
11618,1628268,1629506,1630134,203043,1628899,204330,1629481,1630112,203866,1629478,0
11619,204330,1629481,1630112,203866,1629478,1628268,1629506,1630134,203043,1628899,2
11620,1628268,1629506,1630134,203043,1628899,204330,1629481,1630112,203866,1629478,0
11621,204330,1629481,1630112,1628277,1629478,1628268,1629506,1630134,203043,1628899,3
11622,1628268,1629506,1630134,203043,1628899,204330,1629481,1630112,1628277,1629478,2
11623,204330,1629481,1630112,1628277,1629478,1628268,1629506,1630134,203043,1628899,0
11624,1628878,1629506,1630134,203043,1628899,204330,1629481,1630112,1628277,1629478,2
11625,204330,1629481,1630112,1628277,1629478,1628878,1629506,1630134,203043,1628899,0
11626,1628878,1629506,1630134,203043,1628899,204330,1629481,1630112,1628277,1629478,0
11627,204330,1629481,1630112,1628277,1629478,1628878,1629506,1630134,203043,1628899,3
11628,1628899,1630134,1628878,203043,1629506,1629497,204330,1629478,1630112,1628277,2
11629,1629497,204330,1629478,1630112,1628277,1628899,1630134,1628878,203043,1629506,0
11630,1628899,1630134,1628878,203043,1629506,1629497,204330,1629478,1630112,1628277,2
11631,1629497,204330,1629478,1630112,1628277,1628899,1630134,1628878,203043,1629506,0
11632,1628899,1630134,1628878,203043,1629506,1629497,204330,1629478,1630112,1628277,3
11633,1629497,204330,203866,1629481,1628277,1628899,1630134,1628878,203403,1629506,0
11634,1628899,1630134,1628878,203403,1629506,1629497,204330,203866,1629481,1628277,0
11635,1629497,204330,203866,1629481,1628277,1628899,201507,1628878,203403,1629506,2
11636,1628899,201507,1628878,203403,1629506,1629497,204330,203866,1629481,1628277,0
11637,1629497,204330,203866,1629481,1628277,1628899,201507,1628878,203403,1629506,3
11638,1628899,201507,1628878,203403,1629506,1629497,204330,203866,1629481,1628277,2
11639,1629497,204330,203866,1629481,1628277,1628899,201507,1628878,203403,1630118,3
11640,1628899,201507,1628878,203403,1630118,1629497,204330,203866,1629481,1628277,0
11641,1629497,204330,203866,1629481,1628277,1628899,201507,1628878,203403,1630118,0
11642,1628899,201507,1628878,203403,1630118,1629497,204330,203866,1629481,1628277,0
11643,1629497,204330,203866,1629481,1628277,1628899,201507,1628878,203403,1630118,2
11644,1628899,201507,1628878,203403,1630118,1629497,204330,203866,1629481,1628277,0
11645,1629497,1630093,203866,1629481,1628277,1628899,201507,1628878,1628268,1630118,3
11646,1628899,201507,1628878,1628268,1630118,1629497,1630093,203866,1629481,1628277,1
11647,1629497,1630093,203866,1629481,1628277,1628899,201507,1628878,1628268,1630118,0
11648,1628899,201507,1628878,1628268,1630118,1629497,1630093,203866,1629481,1628277,0
11649,1629497,1630093,203866,1629481,1628277,1628899,201507,1628878,1628268,1630118,2
11650,1628899,201507,1628878,1628268,1630118,1629497,1630093,203866,1629481,1628277,0
11651,1629497,1630093,203866,1629481,1628277,1628899,201507,1628878,1628268,1630118,2
11652,1628899,201507,1628878,203403,1630118,1629497,1630093,203866,1629481,1630112,3
11653,1629497,1630093,203866,1629481,1630112,1628899,201507,1628878,203403,1630118,0
11654,1628899,201507,1628878,203403,1630118,1629497,1630093,203866,1629481,1630112,0
11655,1629497,1630093,203866,1629481,1630112,1628899,201507,1628878,203403,1630118,3
11656,1628899,201507,1628878,203403,1630118,1629497,1630093,203866,1629481,1630112,2
11657,1629497,1630093,203866,1629481,1630112,1628899,201507,1628878,203403,1630118,4
11658,1628899,201507,1628878,203403,1630118,1629497,1630093,203866,1629481,1630112,2
11659,1629497,1630093,203866,1629481,1630112,1628899,201507,1628878,203403,1630118,0
11660,1628899,201507,1628878,203403,1630118,1629497,1630093,203866,1629481,1630112,2
11661,1629497,1630093,203866,1629481,1630112,1628899,201507,1628878,203403,1630118,3
11662,1628899,201507,1628878,203403,1630118,1629497,1630093,203866,1629481,1630112,0
11663,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,2
11664,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,2
11665,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,0
11666,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,2
11667,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,2
11668,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,2
11669,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,2
11670,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,0
11671,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,0
11672,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,3
11673,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,0
11674,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,0
11675,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,2
11676,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,0
11677,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1628277,1629481,2
11678,1629497,203866,204330,1628277,1629481,1628878,1628899,201507,1630118,203403,0
11679,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1630112,1629481,3
11680,1629497,203866,204330,1630112,1629481,1628878,1628899,201507,1630118,203403,0
11681,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1630112,1629481,3
11682,1629497,203866,204330,1630112,1629481,1628878,1628899,201507,1630118,203403,3
11683,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1630112,1629481,0
11684,1629497,203866,204330,1630112,1629481,1628878,1628899,201507,1630118,203403,0
11685,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1630112,1629481,0
11686,1629497,203866,204330,1630112,1629481,1628878,1628899,201507,1630118,203403,2
11687,1628878,1628899,201507,1630118,203403,1629497,203866,204330,1630112,1629481,2
11688,1629497,1629478,1630093,1630112,1629481,203043,1628899,1629506,1630134,1628268,2
11689,203043,1628899,1629506,1630134,1628268,1629497,1629478,1630093,1630112,1629481,0
11690,1629497,1629478,1630093,1630112,1629481,203043,1628899,1629506,1630134,1628268,0
11691,203043,1628899,1629506,1630134,1628268,1629497,1629478,1630093,1630112,1629481,3
11692,1629497,1629478,1630093,1630112,1629481,203043,1628899,1629506,1630134,1628268,0
11693,203043,1628899,1629506,1630134,1628268,1629497,1629478,1630093,1630112,1629481,0
11694,1629497,1629478,1630093,1630112,1629481,203043,1628899,1629506,1630134,1628268,0
11695,203043,1628899,1629506,1630134,1628268,1629497,1629478,1630093,1630112,1629481,3
11696,1629497,1629478,1630093,1630112,1629481,203043,1628899,1629506,1630134,1628268,0
11697,203043,1628899,1629506,1630134,1628268,1628277,204330,203866,1630112,1629481,2
11698,1628277,204330,203866,1630112,1629481,203043,1628899,1629506,1630134,1628268,2
11699,203043,1628899,1629506,1630134,1628268,1628277,204330,203866,1630112,1629481,0
11700,1628277,204330,203866,1630112,1629481,203043,1628899,1629506,1630134,1628268,2
11701,203043,1628899,1629506,1630134,1628268,1628277,204330,203866,1630112,1629481,3
11702,1628277,204330,203866,1630112,1629481,203043,1628899,1629506,1630134,1628268,0
11703,204330,1630112,203866,1629481,1628277,1628268,1629506,203043,1628899,1630134,0
11704,1628268,1629506,203043,1628899,1630134,204330,1630112,203866,1629481,1628277,3
11705,204330,1630112,203866,1629481,1628277,1628268,1629506,203043,1628899,1630134,2
11706,1628268,1629506,203043,1628899,1630134,204330,1630112,203866,1629481,1628277,3
11707,204330,1630112,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,1
11708,1628268,1629506,203043,1628899,1630134,204330,1630112,203866,1629497,1628277,0
11709,204330,1630112,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,0
11710,1628268,1629506,203043,1628899,1630134,204330,1630112,203866,1629497,1628277,1
11711,204330,1630112,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,0
11712,1628268,1629506,203043,1628899,1630134,204330,1629481,203866,1629497,1628277,2
11713,204330,1629481,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,2
11714,1628268,1629506,203043,1628899,1630134,204330,1629481,203866,1629497,1628277,2
11715,204330,1629481,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,2
11716,1628268,1629506,203043,1628899,1630134,204330,1629481,203866,1629497,1628277,0
11717,204330,1629481,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,0
11718,1628268,1629506,203043,1628899,1630134,204330,1629481,203866,1629497,1628277,2
11719,204330,1629481,203866,1629497,1628277,1628268,1629506,203043,1628899,1630134,2
11720,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1629497,1628277,2
11721,204330,1629481,203866,1629497,1628277,1628268,1629506,1628878,1628899,1630134,0
11722,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,3
11723,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,0
11724,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,0
11725,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,0
11726,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,3
11727,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,0
11728,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,0
11729,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,3
11730,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,2
11731,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,0
11732,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,0
11733,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,0
11734,1628268,1629506,1628878,1628899,1630134,204330,1629481,203866,1630112,1628277,0
11735,204330,1629481,203866,1630112,1628277,1628268,1629506,1628878,1628899,1630134,0
11736,204330,203866,1628277,1630112,1629481,1628268,1628878,1629506,1628899,1630134,1
11737,1628268,1628878,1629506,1628899,1630134,204330,203866,1628277,1630112,1629481,0
11738,204330,203866,1628277,1630112,1629481,1628268,1628878,1629506,1628899,1630134,0
11739,1628268,1628878,1629506,1628899,1630134,204330,203866,1628277,1630112,1629481,0
11740,204330,203866,1628277,1630112,1629481,1628268,1628878,1629506,1628899,1630134,2
11741,1628268,1628878,1629506,1628899,1630134,204330,203866,1628277,1630112,1629481,0
11742,204330,203866,1628277,1630112,1629481,203403,1628878,1629506,1628899,1630134,0
11743,203403,1628878,1629506,1628899,1630134,204330,203866,1628277,1630112,1629481,0
11744,204330,203866,1628277,1630112,1629481,203403,1628878,1629506,1628899,1630134,0
11745,203403,1628878,1629506,1628899,1630134,1630093,203866,1628277,1630112,1629481,1
11746,1630093,203866,1628277,1630112,1629481,203403,1628878,1629506,1628899,1630134,2
11747,203403,1628878,1629506,1628899,1630134,1630093,203866,1628277,1630112,1629481,0
11748,1630093,203866,1628277,1630112,1629481,203403,1628878,1629506,1628899,1630134,3
11749,203403,1628878,1629506,1628899,1630134,1630093,203866,1628277,1630112,1629481,0
11750,1630093,203866,1628277,1630112,1629481,203403,1628878,1629506,1628899,1630134,0
11751,203403,1628878,1629506,1628899,1630134,1630093,203866,1628277,1630112,1629481,0
11752,1630093,203866,1628277,1630112,1629481,1630118,1628878,1629506,1628899,1630134,2
11753,1630118,1628878,1629506,1628899,1630134,1630093,203866,1628277,1630112,1629481,3
11754,1630093,203866,1628277,1630112,1629481,1630118,1628878,1629506,1628899,1630134,2
11755,203403,1628878,1629506,1628899,1630134,1630093,203866,1628277,1630112,1629481,0
11756,1630093,203866,1628277,1630112,1629481,203403,1628878,1629506,1628899,1630134,1
11757,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,3
11758,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,3
11759,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11760,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,3
11761,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,2
11762,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,0
11763,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11764,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,3
11765,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,2
11766,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,0
11767,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11768,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,0
11769,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11770,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,2
11771,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11772,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,2
11773,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,2
11774,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,0
11775,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11776,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,0
11777,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203024,1628882,0
11778,1629483,1630101,1629524,203024,1628882,1629488,203829,100940,203400,201913,0
11779,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203405,1628882,2
11780,1629483,1630101,1629524,203405,1628882,1629488,203829,100940,203400,201913,2
11781,1629488,203829,100940,203400,201913,1629483,1630101,1629524,203405,1628882,2
11782,1629483,1630101,1629524,203405,1628882,1629488,203829,100940,203400,201913,0
11783,1629501,203829,1629482,203400,201913,1629483,1627671,1629524,203405,203824,3
11784,1629483,1627671,1629524,203405,203824,1629501,203829,1629482,203400,201913,2
11785,1629501,203829,1629482,203400,201913,1629483,1627671,1629524,203405,203824,3
11786,1629483,1627671,1629524,203405,203824,1629501,203829,1629482,203400,201913,3
11787,1629501,203829,1629482,203400,201913,1629483,1627671,1629524,203405,203824,0
11788,1630114,1627671,1629524,203405,203824,1629501,203829,1629482,203400,1629488,2
11789,1629501,203829,1629482,203400,1629488,1630114,1627671,1629524,203405,203824,0
11790,1630114,1627671,1629524,203405,203824,1629501,203829,1629482,203400,1629488,0
11791,1629501,203829,1629482,100940,1629488,1630114,1627671,1629524,203405,203824,3
11792,1630114,1627671,203018,203405,203824,1629501,203829,1629482,100940,1629488,2
11793,1629501,203829,1629482,100940,1629488,1630114,1627671,203018,203405,203824,0
11794,1630114,1627671,203018,203405,203824,1629501,203829,1629482,100940,1629488,0
11795,1629501,203829,1629482,100940,1629488,1630114,1627671,203018,203405,203824,2
11796,1630114,1627671,203018,203405,203824,1629501,203829,1629482,100940,1629488,2
11797,1629501,203829,1629482,100940,1629488,1630114,1627671,203018,203405,203824,0
11798,203024,1627671,203018,1630101,1630114,100940,1629488,1629482,1629501,1628278,2
11799,100940,1629488,1629482,1629501,1628278,203024,1627671,203018,1630101,1630114,0
11800,203024,1627671,203018,1630101,1630114,100940,1629488,1629482,1629501,1628278,0
11801,100940,1629488,1629482,1629501,1628278,203024,1627671,203018,1630101,1630114,0
11802,203024,1627671,203018,1630101,1630114,100940,1629488,1629482,1629501,1628278,0
11803,100940,1629488,1629482,1629501,1628278,203024,1627671,203018,1630101,1630114,0
11804,203024,1627671,203018,1630101,1630114,100940,1629488,1629482,1629501,1628278,0
11805,100940,1629488,1629482,1629501,1628278,203024,1627671,203018,1630101,1630114,2
11806,203024,1627671,203018,1630101,1630114,100940,1629488,1629482,1629501,1628278,2
11807,100940,1629488,1629482,1629501,1628278,203024,1628882,1629483,1630101,1630114,2
11808,203024,1628882,1629483,1630101,1630114,100940,1629488,1629482,1629501,1628278,2
11809,100940,1628269,201913,1629501,1628278,203024,1628882,1629483,1630101,1630114,2
11810,203024,1628882,1629483,1630101,1630114,100940,1628269,201913,1629501,1628278,0
11811,100940,1628269,201913,1629501,1628278,203024,1628882,1629483,1630101,1630114,2
11812,203024,1628882,1629483,1630101,1629524,203400,1628269,201913,1629501,1628278,3
11813,203400,1628269,201913,1629501,1628278,203024,1628882,1629483,1630101,1629524,0
11814,203024,1628882,1629483,1630101,1629524,203400,1628269,201913,1629501,1628278,0
11815,203400,1628269,201913,1629501,1628278,203024,1628882,1629483,1630101,1629524,2
11816,203024,1628882,1629483,1630101,1629524,203400,1628269,201913,1629501,1628278,2
11817,203400,1628269,201913,1629501,1628278,203024,1628882,1629483,1630101,1629524,0
11818,203024,1628882,1629483,1630101,1629524,203400,1628269,201913,1629501,1628278,0
11819,203400,1628269,201913,1629501,1628278,203024,1628882,1629483,1630101,1629524,0
11820,203024,1628882,1629483,1630101,1629524,203400,1628269,1629488,203829,1628278,2
11821,203400,1628269,1629488,203829,1628278,203024,1628882,1629483,1630101,1629524,3
11822,203024,1628882,1629483,1630101,1629524,203400,1628269,1629488,203829,1628278,0
11823,203400,1628269,1629488,203829,1628278,203024,203018,1629483,1630101,1629524,3
11824,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,203829,100940,1
11825,203400,1628269,1629488,203829,100940,203024,203018,1629483,1630101,1629524,0
11826,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,203829,100940,2
11827,203400,1628269,1629488,203829,100940,203024,203018,1629483,1630101,1629524,0
11828,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,203829,100940,3
11829,203400,1628269,1629488,203829,100940,203024,203018,1629483,1630101,1629524,0
11830,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,203829,100940,0
11831,203400,1628269,1629488,203829,100940,203024,203018,1629483,1630101,1629524,0
11832,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,203829,100940,2
11833,203400,1628269,1629488,203829,100940,203024,203018,1629483,1630101,1629524,0
11834,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,203829,100940,2
11835,203400,1628269,1629488,1628278,100940,203024,203018,1629483,1630101,1629524,0
11836,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,1628278,100940,2
11837,203400,1628269,1629488,1628278,100940,203024,203018,1629483,1630101,1629524,0
11838,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,1628278,100940,0
11839,203400,1628269,1629488,1628278,100940,203024,203018,1629483,1630101,1629524,1
11840,203024,203018,1629483,1630101,1629524,203400,1628269,1629488,1628278,100940,0
11841,203400,201913,1629488,1628278,100940,203024,203018,1629483,1630101,1629524,1
11842,1628882,1630101,1629483,203024,1629524,201913,100940,203829,203400,1629488,0
11843,201913,100940,203829,203400,1629488,1628882,1630101,1629483,203024,1629524,3
11844,1628882,1630101,1629483,203024,1629524,201913,100940,203829,203400,1629488,3
11845,201913,100940,203829,203400,1629488,1628882,1630101,1629483,203024,1629524,0
11846,1628882,1630101,1629483,203024,1629524,201913,100940,203829,203400,1629488,0
11847,201913,100940,203829,203400,1629488,1628882,1630101,1629483,203024,1629524,0
11848,1628882,1630101,1629483,203405,1629524,201913,100940,203829,203400,1629488,0
11849,201913,100940,203829,203400,1629488,1628882,1630101,1629483,203405,1629524,0
11850,1628882,1630101,1629483,203405,1629524,201913,100940,203829,203400,1629488,0
11851,201913,100940,203829,203400,1629501,203024,1630101,1629483,203405,1629524,0
11852,203024,1630101,1629483,203405,1629524,201913,100940,203829,203400,1629501,2
11853,201913,100940,203829,203400,1629501,203024,1630101,1629483,203405,1629524,2
11854,203024,1630101,1629483,203405,1629524,201913,100940,203829,203400,1629501,2
11855,201913,100940,203829,203400,1629501,203024,1630101,1629483,203405,1629524,0
11856,203024,1630101,1629483,1628286,1629524,201913,100940,203829,203400,1629501,2
11857,201913,1629482,203829,203400,1629501,203024,1630101,1629483,1628286,1629524,0
11858,203024,1630101,1629483,1628286,1629524,201913,1629482,203829,203400,1629501,0
11859,1629488,1629482,203829,203400,1629501,203024,1630101,1629483,1628286,1629524,2
11860,203024,1630101,1629483,1628286,1629524,1629488,1629482,203829,203400,1629501,0
11861,1629488,1629482,203829,203400,1629501,203024,1630101,1629483,1628286,1629524,0
11862,203024,1630101,1629483,1628286,1629524,1629488,1629482,203829,203400,1629501,0
11863,1629488,1629482,203829,203400,1629501,203024,1630101,1629483,1628286,1629524,0
11864,203824,1630114,1629483,1628286,1629524,1629488,1629482,203829,203400,1629501,0
11865,1629488,1629482,203829,203400,1629501,203824,1630114,1629483,1628286,1629524,2
11866,203824,1630114,1629483,1628286,1629524,1629488,1629482,203829,203400,1629501,0
11867,1629488,1629482,203829,203400,1629501,203824,1630114,1629483,203024,1629524,0
11868,203824,1630114,1629483,203024,203018,1629488,1629482,201913,203400,100940,2
11869,1629488,1629482,201913,203400,100940,203824,1630114,1629483,203024,203018,2
11870,203824,1630114,1629483,203024,203018,1629488,1629482,201913,203400,100940,3
11871,1629488,1629482,201913,203400,100940,203824,1630114,1629483,203024,203018,2
11872,203824,1630114,1629483,203024,203018,1629488,1629482,201913,203400,100940,2
11873,1629488,1629482,201913,203400,100940,203824,1630114,1629483,203024,203018,2
11874,203824,1630114,1629483,203024,203018,1629488,1629482,201913,203400,100940,0
11875,1629488,1629482,201913,203400,100940,203824,1630114,1629483,203024,203018,1
11876,203824,1630114,1629483,203024,203018,1629488,1629482,201913,203400,100940,2
11877,1629488,1629482,201913,203400,100940,203824,1630114,1629483,203024,203018,0
11878,100940,1629488,203829,1629482,201913,203024,203018,1629483,1630114,203824,0
11879,203024,203018,1629483,1630114,203824,100940,1629488,203829,1629482,201913,0
11880,100940,1629488,203829,1629482,201913,203024,203018,1629483,1630114,203824,2
11881,203024,203018,1629483,1630114,203824,100940,1629488,203829,1629482,201913,0
11882,100940,1629488,203829,1629482,201913,203024,203018,1629483,1630114,203824,0
11883,203024,203018,1629483,1630114,203824,100940,1629488,203829,1629482,201913,1
11884,100940,1629488,203829,1629482,201913,203024,203018,1629483,1630114,203824,1
11885,203024,203018,1629483,1630114,203824,100940,1629488,203829,1629482,201913,0
11886,100940,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,2
11887,203024,1630101,1629483,1630114,1629524,100940,1629488,203829,1629482,1629501,3
11888,100940,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,1
11889,203024,1630101,1629483,1630114,1629524,100940,1629488,203829,1629482,1629501,1
11890,100940,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,0
11891,203024,1630101,1629483,1630114,1629524,100940,1629488,203829,1629482,1629501,0
11892,100940,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,0
11893,203024,1630101,1629483,1630114,1629524,203400,1629488,203829,1629482,1629501,1
11894,203400,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,3
11895,203024,1630101,1629483,1630114,1629524,203400,1629488,203829,1629482,1629501,0
11896,203400,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,3
11897,203024,1630101,1629483,1630114,1629524,203400,1629488,203829,1629482,1629501,2
11898,203400,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,0
11899,203024,1630101,1629483,1630114,1629524,203400,1629488,203829,1629482,1629501,0
11900,203400,1629488,203829,1629482,1629501,203024,1630101,1629483,1630114,1629524,3
11901,203024,1630101,1629483,1630114,1629524,203400,1629488,203829,100940,1629501,1
11902,203400,1629488,203829,100940,1629501,203024,1630101,1629483,1630114,1629524,0
